,date,retweets,favorites,text,VADER score
877,2019-02-10 09:31:00,0,2,"An exhilarating train journey across the Sahara. Since 1963, Mauritania’s 2km-long Train du Desert has carried iron ore and brave passengers 704km across the Sahara Desert. http://www. bbc.com/travel/story/2 0190904-an-exhilarating-train-journey-across-the-sahara?ocid=ww.social.link.twitter … via @BBC_Travel",0.7269
881,2019-02-10 09:31:00,0,1,Brazil’s iron ore rebound disappoints https://www. macrobusiness.com.au/2019/10/brazil s-iron-ore-rebound-disappoints/ …,-0.3818
884,2019-02-10 09:31:00,1,2,"Evraz, In 2008, co-owned by Alexander #Abramov , said in a statement it had closed the acquisition of a 51.4 percent stake in Cyprus-registered #Palmrose Ltd, which owns steel, iron ore and coke assets in Ukraine. https://www. reuters.com/article/evraz- ukraine/steel-maker-evraz-closes-first-stage-of-ukraine-deal-idUSL1428663320080414 …",0.1779
964,2019-01-10 09:31:00,7,7,"#climate Trump and GOP want #Arctic to melt - for future great-power competition, with the ultimate prize being an extraordinary trove of valuable resources, including oil, natural gas, uranium, zinc, iron ore , gold, diamonds, and rare earth minerals. https:// cleantechnica.com/2019/09/30/a-f ormula-for-catastrophe-in-the-arctic/ …",0.8481
966,2019-01-10 09:31:00,2,2,"Market view on #TTMobile : #ES_F and #NQ_F are up. #FESX , #FTSE and #TOPIX are down. #ZB_F , #Bunds and #Gilts are lower. #JGB are higher. #DX_F , #crude , #gold , #silver , #ironore , #bitcoin , and #cocoa are up. #Natgas , #corn , #wheat , #soybeans , #copper , and #zinc are down. pic.twitter.com/gok4UotUNj",-0.29600000000000004
968,2019-01-10 09:31:00,19,26,CONGRATULATIONS!!! Value Added Business Wins 2 Green Triangle Society Safety Awards. #SesaGoaIronOre #Vedanta #safety #Health @drharshvardhan @DrPramodPSawant @NavnathVhatte @VedantaLimited @AnilAgarwal_Ved @NavinAgarwal_V pic.twitter.com/x5k588v0Vo,0.9546
969,2019-01-10 09:31:00,0,1,Happy Birthday China.. sorry thick head @ScottMorrisonMP has been ragging our biggest trade partner.. if you like Brazil has excellent iron ore & Ukraine & Columbia nice dirty coal.. give them a go & make our PM look like a real dick!,0.8398
971,2019-01-10 09:31:00,23,62,"In another recent order, @SAILsteel has been allowed to offload in a year up to a quantity equivalent to maximum 25% of total iron ore production in the previous year. We are committed to ensuring raw material securitization for the Indian steel industry.",0.5267
978,2019-01-10 09:31:00,0,3,lol - what a shit show - wait for the iron ore price to sink - Indonesians will be visiting Noosa pic.twitter.com/K3dGNd2rmF,-0.2023
980,2019-01-10 09:31:00,3,5,"I am 59 years old today, i have nothing to show that I have achieved anything, I have nothing for my children to inherit from me. i have crude oil, iron ore , Limestone and so many mineral resources given by my father.. #October1st #NigeriaAt59 #IndependenceDay",-0.5719
985,2019-01-10 09:31:00,19,93,"Libs waffle on about how good they are at managing the economy, truth is it’s all a charade based on record low rates, iron ore , population growth & housing. Libs also say they are going to reduce debt (never do) & hypercritically want the young to take debt on. No vision, joke.",0.4588
990,2019-01-10 09:31:00,1,1,"Mr Themba Mkhwanazi, CEO Kumba Iron Ore acknowledges the launch as the declaration of the intent of the achievement of Zero Harm by the Mining industry. This is to ensure that every mine worker is returning from work unharmed every day #MHSC #ZeroHarm pic.twitter.com/fbypjAeEQw",-0.2263
992,2019-01-10 09:31:00,5,21,"As part of annual Reward & Recognition Program, on the occasion of OMC’s 64th #AnnualDay , Gandhamardan Iron Ore Mines, South Kaliapani Chromite Mines and Daitari Iron Ore Mines bagged the Best SDF Award for best practices & collective endeavor towards #SustainableMining . pic.twitter.com/LdXCGvxLTs",0.9485
747,2019-03-11 09:31:00,1,1,Asia-Pacific Daily Economic Briefing: #Australia Exports Lose Some Shine. #Coal and #ironore https://www. economy.com/dismal/analysi s/todays-economy/376513/AsiaPacific-Daily-Briefing-Aussie-Exports-Lose-Some-Shine/ …,-0.4019
748,2019-03-11 09:31:00,1,2,"Market view on #TTMobile : #ES_F and #FESX are higher. #FDAX , #FTSE100 and #HSI are lower. #ZB_F , #Bunds , #Gilts and #JGB are up. #WTI , #natgas , #gold , #lead , and #canola are higher. #DX_F , #bitcoin , #silver , #copper , #zinc , #ironore , #corn , #wheat and #soybeans are down. pic.twitter.com/ounGGXHFPS",-0.29600000000000004
758,2019-03-11 09:31:00,1,2,"And what's the direction been? And where will AUD go as the global economy tanks, and China stops buying large quantities of iron ore and coal? pic.twitter.com/vGek0kSeSv",-0.2406
759,2019-03-11 09:31:00,3,4,Delays in auctions of mining leases likely to disrupt India's iron ore production and raise the prospect of higher imports. http:// bit.ly/2oCzH9g,0.29600000000000004
760,2019-03-11 09:31:00,0,1,"Striker impactors have processed all kinds of materials from Iron Ore , glass, feldspar, RAP, concrete and even helping the Malaysian government crush and dispose of illegal ivory. This one is in South Africa crushing coal. #StrikerCrushing #BuiltToLast #MobileImpactCrusher pic.twitter.com/JhZIq2orxe",-0.6705
762,2019-03-11 09:31:00,2,3,6) VALE is highly undervalued Co added $11Bn+ revenue from iron ore /pellet business over last 4 years. Segment revenue increasing at a CAGR of 19.2% from $15.9Bn in 2015 to $27Bn in 2018 Revenue growth on double-digit NOT reflected on $ VALE #BuyLowSellHigh $ EWZ $ BRZU pic.twitter.com/y9vdN5W1nN,0.3818
763,2019-03-11 09:31:00,2,3,Could you also mention its not cool for Brazil to selfishly block the decarbonisation of an entire global sector (shipping) because an iron ore company told them to,-0.7401
764,2019-03-11 09:31:00,0,1,Iron ore experts join forces to found bauxite and gold firm SMIG #Guinea #SierraLeone http:// ow.ly/aCsa30pDAOX,0.29600000000000004
768,2019-03-11 09:31:00,0,1,"Yes. Let's use only the finest British iron ore and coal in our refineries and steelworks. Let's use only top quality British bauxite for our aluminium. But, most importantly, sugar only from British beet. Belize? Cane sugar? Pah!",0.7424
771,2019-03-11 09:31:00,0,2,It would be something around that (maybe slightly bigger range). I suspect the iron ore price will come off a bit more though,-0.235
773,2019-03-11 09:31:00,0,2,"Interesting spin on financials. 18/19 budget on expense growth was 0.9%. 2.1% actual growth is a blowout in costs. This year, budget on track to receive $5bn more in iron ore royalties and gst compared to 2015/16. In meantime households and domestic economy in tatters.",0.7845
774,2019-03-11 09:31:00,1,6,"than at the beginning of 2016. 76% of this is price; 24% volume. And clearly, it is the super charged rise and then fall in the price of iron ore that is the one to watch here!! pic.twitter.com/gYvTocY04F",0.7494
779,2019-03-11 09:31:00,2,4,"The 65% Fe iron ore derivative contract offered by the @SGX registered record levels of traded volume in September 2019, with the contract seeing participation from a diverse set of stakeholders in the iron ore value chain. Learn more: http:// spr.ly/60141Dz2m #65Fe #ironore pic.twitter.com/qLQYGszWJ1",0.34
780,2019-03-11 09:31:00,0,1,"Given the fat margins embedded in those #ironore revenues, why is $ AUD so weak?",-0.5777
783,2019-03-11 09:31:00,0,3,Restored from almost any attack. Due to cast spells to be cursed for iron ore in that it passes over.,-0.1082
785,2019-03-11 09:31:00,0,1,Vale expects to finish paying for most of the expenses related to the dam disaster in January by 2021. It projected costs from halted operations to fall from $3-$4/t of iron ore in 3Q19 to $2.5-$3.5/t in 4Q19 http:// ow.ly/tAEc30pECPo,-0.6249
788,2019-03-11 09:31:00,4,7,Higher iron ore imports by India loom as mining leases expire https:// bloom.bg/2oEw5na,-0.2263
790,2019-03-11 09:31:00,0,3,Higher iron ore imports by India loom as mining leases expire. Read: http:// bit.ly/2oCzH9g pic.twitter.com/jOZwAD9aPZ,-0.2263
792,2019-03-11 09:31:00,10,12,Higher iron ore imports by India loom as mining leases expire https:// bloom.bg/2na9Vc2 pic.twitter.com/tg1CtNgLA0,-0.2263
793,2019-03-11 09:31:00,2,4,Higher iron ore imports by India loom as mining leases expire https:// bloom.bg/2nP0WNP,-0.2263
795,2019-03-11 09:31:00,1,4,"The Nordic Countries economic success comes from Norway’s Oil, Sweden’s Iron Ore , and Finland’s Forest. They are creating huge carbon footprints. They also rank high on carbon emissions. Didn’t AOC say we have 12 years to cut emissions in half?",0.7269
797,2019-03-11 09:31:00,0,1,Higher iron ore imports by India loom as mining leases expire https:// bloom.bg/2n4HHiH,-0.2263
851,2019-02-11 09:31:00,0,2,It’s Ancient Greece all over again. Maybe they can figure out how to refine iron ore and bring us out of this terrible Bronze Age.,-0.561
855,2019-02-11 09:31:00,0,1,"I was supposed to be packing up and cleaning Hubby’s company unit, but DCI Ryan comes before red dirt, iron ore and packing boxes, Oh well back to vacate cleaning and packing unless I re-read it",-0.1154
863,2019-02-11 09:31:00,2,6,"China’s imports of major commodities, including iron ore and coal, appeared to have again shown resilience in September, challenging the prevailing narrative that China is weakening http:// ow.ly/bnSv30pEer8",-0.1779
864,2019-02-11 09:31:00,5,5,Celebrating the #FatherOfTheNation on his 150th birth anniversary. #DeshKiZarooratonKeLiye #GandhiJayanti,0.5719
867,2019-02-11 09:31:00,0,1,No lie,-0.29600000000000004
869,2019-02-11 09:31:00,1,4,They have been forecasting doom and gloom for iron ore as long as I can remember -always wrong. Iron Ore will remain strong for decades - Iron ore 's party days all but over https://www. miningnews.net/barry-fitzgera ld/opinion/1372701/iron-ore%E2%80%99s-party-days-all-but-over?utm_source=10%2F02%2F19-02%3A03%3A10-941+-+Discovery+to+lead+to+next+leg+of+Evolution+value+creation+Westgold%27s+Newton+to+leave%2C+Cook+to+transition+Fitzy+on+iron+ore+%E2%80%98Extremely+strong+interest%E2%80%99+in+Clean+TeQ+process+%E2%80%98Greta+Thunberg+Scenario%E2%80%99+equates+to+%2420%2C000%2Ft+copper&utm_medium=email&utm_campaign=10%2F02%2F19-02%3A03%3A10-941+-+Discovery+to+lead+to+next+leg+of+Evolution+value+creation%3B+Westgold%27s+Newton+to+leave%2C+Cook+to+transition%3B+Fitzy+on+iron+ore%3B+%E2%80%98Extremely+strong+interest%E2%80%99+in+Clean+TeQ+process%3B+%E2%80%98Greta+Thunberg+Scenario%E2%80%99+equates+to+%2420%2C000%2Ft+copper&utm_term=Discovery+to+lead+to+next+leg+of+Evolution+value+creation+Westgold%27s+Newton+to+leave%2C+Cook+to+transition+Fitzy+on+iron+ore+%E2%80%98Extremely+strong+interest%E2%80%99+in+Clean+TeQ+process+%E2%80%98Greta+Thunberg+Scenario%E2%80%99+equates+to+%2420%2C000%2Ft+copper&utm_content=31087&gator_td=khzeIXPPZCLdjWDpXe1tlwszxpVG6jrRR%2FVXz80akBwrsm8mwOES6LNQ5GXUIZo54GVcZvo2gkpkMeJ7FITBVK0SG%2BWfzfmhGwDaEhGkiR7t2tQHArVFugXoB4m3OXtSPtXudGr8HM43nHBidN31N%2FhiRQbeNVQuWvC7k0J67KJsRYet7O4tQRaS1xYPydqyEzLJMf6M1hQ%2BNUs0iJMwumU6K3XjSfh2ezaqyckBcqa5srGKlDNcw1zTnYIOjAhOqnQqUwgis24Yh8jhq8cciiU91itjvTxGXsCiXzSHe2Y%2BXYipP%2FbNHSj1bwZGlUNviqM61PoK328yKfyGiA%2FLquWVJzeUJ7tXN9S9K8D%2BAb9uogC%2BEgM9V05ukiAWdi3nXfv%2FEvEFsAXvvF%2BjtpZbbDZl3luWwXRL3FRANh0F2AH67HUC0YO9gC%2BXsaVJg76K5qrO4bd4FYNfNB7FwriRUQ%3D%3D#.XZRE19PlC4I.twitter …,-0.29600000000000004
877,2019-02-11 09:31:00,0,2,"An exhilarating train journey across the Sahara. Since 1963, Mauritania’s 2km-long Train du Desert has carried iron ore and brave passengers 704km across the Sahara Desert. http://www. bbc.com/travel/story/2 0190904-an-exhilarating-train-journey-across-the-sahara?ocid=ww.social.link.twitter … via @BBC_Travel",0.7269
881,2019-02-11 09:31:00,0,1,Brazil’s iron ore rebound disappoints https://www. macrobusiness.com.au/2019/10/brazil s-iron-ore-rebound-disappoints/ …,-0.3818
884,2019-02-11 09:31:00,1,2,"Evraz, In 2008, co-owned by Alexander #Abramov , said in a statement it had closed the acquisition of a 51.4 percent stake in Cyprus-registered #Palmrose Ltd, which owns steel, iron ore and coke assets in Ukraine. https://www. reuters.com/article/evraz- ukraine/steel-maker-evraz-closes-first-stage-of-ukraine-deal-idUSL1428663320080414 …",0.1779
157,2019-08-12 09:31:00,1,5,"Interested in trading commodities at the Chinese exchanges? The team from @cnfirst_futures will be at #FIAExpo (Oct. 20-31) with details on trading #ironore at DCE, sour #crude and #rubber at INE as well as #PTA futures at #ZCE . @alambert67 @Trading_Tech @FIAconnect https:// twitter.com/Trading_Tech/s tatus/1177570160603029504 …",0.5859
170,2019-08-12 09:31:00,2,6,Vale expects Chinese demand for iron ore pellets and pellet feed to rise by 50 million tonnes per year with mills in China increasing the usage of pellets in their blast furnaces.- metalbulletin #shipping #drybulk $ BDRY,-0.128
172,2019-08-12 09:31:00,3,6,"Market view on #TTMobile : #ES_F , #FESX , #FTSE100 and #NK225 are lower. #ZB_F , #Bunds , #Gilts and #JGB are higher. #DX_F , #bitcoin , #crude , #copper , #nickel , #wheat and #soybeans are down. #Natgas , #gold , #silver , #ironore and #corn are up. pic.twitter.com/HL7bNi78HB",-0.29600000000000004
173,2019-08-12 09:31:00,0,5,Thanks for piecing together the research and sharing Tom... #zioc #zanaga #ironore https:// twitter.com/tomnic84/statu s/1181373127713910784 …,0.6908
174,2019-08-12 09:31:00,0,2,"Yep we don’t make anything to export, not developing new products, no innovation. We dig holes and drag out coal, iron ore and a bit of gold and copper! We grow a few things and have cattle and sheep! What for the 2020 - 2050 and beyond? Scary?",-0.5337
178,2019-08-12 09:31:00,3,1,Improved air quality allowed most Chinese steel mills to resume normal production during China’s 70th National day holiday. Is this increased production reflected in iron ore indicators? https:// zcu.io/OF6L #China #Pollution #Steel #Output #Commodity #Markets #Production pic.twitter.com/Tpd8CC6oN9,0.7845
192,2019-08-12 09:31:00,5,18,"5. The new government is passive on all 4 fronts. On iron ore & electricity, Kolomoisky has effectively declared war on Rinat Akhmetov, who hits back. This looks like an old-style oligarch war as in Russia in 1997 with the 2 biggest oligarchs fighting.",-0.6249
193,2019-08-12 09:31:00,5,16,"4. Meanwhile Kolomoisky attacks on at least 4 fronts: against low-cost airlines, against the NBU & its nationalization of his Privatbank, proposal of confiscatory taxation of iron ore production & electricity war.",-0.7783
196,2019-08-12 09:31:00,0,1,"Australia: The enormous wealth generated by iron ore , coal, oil and gas masks, and probably contributes to, an economy that has failed to develop the industries needed to sustain its position among the top ranks of the developed world."" https://www. afr.com/policy/economy /australia-is-rich-dumb-and-getting-dumber-20191007-p52y8i …""",0.1779
198,2019-08-12 09:31:00,0,1,"#FXPO - Ferrexpo PLC 3Q 2019 Production Report down 10% QoQ but up 2% YoY (65% Fe pellets is 93% of mix) #IRON #ORE ~ 20% lower from Jul 2019, but +20% from oct 2018. pic.twitter.com/hiYHNOsYxo",-0.4215
203,2019-08-12 09:31:00,0,1,"Harvard's new 'Atlas of Economic Complexity' exposes an embarrassing truth about Australia. It lacks industrial 'complexity' because wealth from iron ore , coal, oil and gas ... has created an economy lacking industries needed to keep it in the top ranks of the developed world. https:// twitter.com/JoshBBornstein /status/1181410631859109889 …",0.6369
205,2019-08-12 09:31:00,0,1,"Said before I think, far from the being the 'lucky country', we've simply dug stuff up and sold it once too cheap, and for no retained-in-Australia return. It has made Govt bone lazy at thinking about the future. What is our future? More coal? More iron ore ? That's it. https:// twitter.com/Zvyozdochka/st atus/1181427962840829952 …",-0.3485
208,2019-08-12 09:31:00,0,1,"Hoo girl, I hate to admit it, but in my experience via working at Parliament and having a cousin in the Navy based in WA.... *whispers* many of them are accurate... *ducks flying pieces of iron ore and the side eye of the FIFO crowd*",-0.2382
209,2019-08-12 09:31:00,3,5,"Opium, gold, copper, lithium, uranium, iron ore , cobalt, natural gas and oil.",0.3612
211,2019-08-12 09:31:00,0,1,Lets just stick to a hedonic house price index and an Iron ore index. To quote Metallica Nothing else matters. Or to Quote Peggy Lee. Is that all there is?,-0.0191
3,2019-09-10 12:33:00,0,1,Ironic https:// twitter.com/rebekahvardy/s tatus/411467588989095936 …,-0.128
5,2019-09-10 12:08:00,0,1,"#MBIOI the spot price for benchmark Fe 62% #Ironore fines dropped 3.90% to $91.06 a tonne cfr #Qingdao on 09th Oct, amid soft #steel markets and demand concerns over the potential for more steelmaking restrictions in #China .",-0.128
10,2019-09-10 10:34:00,2,3,#Silver and #gold are higher at Moscow Exchange and CME Group. #Lead and #aluminium are down at London Metal Exchange. #IronOre is lower at SGX and Dalian Commodity Exchange. @Trading_Tech https:// lnkd.in/ejXhGTM,-0.29600000000000004
14,2019-09-10 09:31:00,1,1,Motor vehicle crash on Iron Ore Rd..... closed to all traffic between Daum and Indian Path for investigation,-0.4019
19,2019-09-10 08:46:00,0,1,Do you have any idea how they can make a car from scratch? Will the government let them? You people just like to sit on this twitter and spit trash. We have the iron ore but not a single working extracting furnace. Government has the sole right to extract minerals in this country,0.2755
20,2019-09-10 08:31:00,2,2,"Market view on #TTMobile : #ES_F , #FESX , #FTSE100 , #NK225 and #HSI are up. #ZB_F , #Bunds and #JGB are down. #Crude , #gold , #silver , #copper , #bitcoin and #soybeans are higher. #DX_F , #natgas , #corn , #wheat , #zinc , #lead and #ironore are lower. pic.twitter.com/PUdSMOTfjZ",-0.29600000000000004
22,2019-09-10 08:22:00,0,8,#Simandou shows demand for high grade #ironore #Vale fishing after delivery issues in Brazil #Fortescue bidding as low grade future in q Port / power / rail in #Brazzaville coming #China financing + need security of supply = #ZIOC is way undervalued,-0.0516
25,2019-09-10 07:48:00,1,1,"Thx m8. Our economy will change whether we want it to, or not. If coal, iron ore and food are allowed to remain the mainstay of our economy it will be a smaller economy.",0.6369
27,2019-09-10 07:33:00,11,41,"My Manganese and Iron Ore seams of my company in Postmasburg, The Remainder of Farm 445, Northern Cape and the possible listing on JSE and other international stock exchanges begins with this rich resources. God does answer pic.twitter.com/wWIhFhzen3",0.7469
32,2019-09-10 06:39:00,0,2,"This is cast iron ore , bat faeces, frogs in a container, loopy smoothy, nuts. I think I’m in love. #discobrexit https:// twitter.com/rhodri/status/ 1181849756043300864 …",0.4404
38,2019-09-10 06:12:00,0,1,$ iron ore is going dow today. I'm glad I'm still short on $ vale pic.twitter.com/etYIijIgWI,0.4588
39,2019-09-10 06:08:00,0,2,"would that be iron ore or copper ore..? LOL Sorry, couldn't resist. But yes, Mistress is totally awesome...",-0.1951
41,2019-09-10 05:48:00,0,10,"India is poised to become a net importer of iron-ore during the next financial year.. Supply-side disruptions could lead to an estimated deficit of about 50m tons during 2020/21, forcing imports of between 25m and 30mtpa. #ZIOC #ironore #Zanaga #Simandou https://www. miningweekly.com/article/india- set-to-become-net-iron-ore-importer-2019-10-08/rep_id:3650 …",-0.4767
42,2019-09-10 05:29:00,10,7,"Ahead of #LMEWeek , how have commodity prices performed, so far, this year? Despite macro worries, #Nickel & #IronOre Ore are outperforming #Gold this year pic.twitter.com/bplfoYKrIB",0.3252
46,2019-09-10 04:47:00,2,3,"Having said that, the trade btw Australia & Pak has huge potential to grow as Pak industry requires quality raw material for its finish products which Aus can supply such as cotton for textiles & coal for energy & iron ore for steel. Hope u understand",0.743
48,2019-09-10 04:17:00,1,11,"Chinese steel mill profit margins have improved recently, helping to support a recovery in iron ore prices. Chart from Macquarie. pic.twitter.com/tgsNTEgPBe",0.872
53,2019-09-10 03:29:00,0,1,"The enormous wealth generated by iron ore , coal, oil and gas masks ... an economy that has failed to develop the industries needed to sustain its position among the top ranks of the developed world."" Make no mistake, we will pay the price for being happy to be one giant quarry. https:// twitter.com/KireSays/statu s/1181816256342548482 …""",0.1027
55,2019-09-10 03:26:00,1,12,"How good is it to have @LiberalAus in charge? wealth generated by iron ore , coal, oil & gas masks an economy that has failed to develop industries to sustain its position among the top ranks of the developed world."" Rich, dumb & getting dumber #Straya https://www. afr.com/policy/economy /australia-is-rich-dumb-and-getting-dumber-20191007-p52y8i …""",0.34
57,2019-09-10 03:03:00,0,1,What about if country A has toast but has no heavy industry and country B has iron ore but is located on the other side of the planet?,-0.4215
66,2019-09-10 01:16:00,0,1,"WA might as well, particularly if Iron Ore and Gold prices are high at the time.",0.2732
67,2019-09-10 01:08:00,0,5,"Sup'Court has repeatedly ordered the Goa government to crack down on illegal #Mining but a 2013Report by the ShahCommission found tht more thn11,000 hectares of #forests had been encroached on for illegal iron ore mining Included land in reserved forests & wildlifesanctuaries",-0.802
68,2019-09-10 01:04:00,0,3,Great news and excellent exploration initiative. Copper -cobalt - gold --the exciting GGP gold discovery on trend to the south and @PilbaraGold (Thor) with adjoining tenements plus very high grade iron ore in the mix. Good work gentlemen -boots on the ground. https:// twitter.com/FeLimited/stat us/1181703893098668032 … pic.twitter.com/QW2axneC7e,0.9413
116,2019-08-10 15:28:00,2,1,"Year-to-date U.S.-flag #GreatLakes cargo stands at 54.5 million tons, up 12.6% compared to 2018. Iron ore cargoes total 29.9 million tons, up 12.5%. Coal was 6.9 million tons, down 6.5%. Limestone tops 14.6 million tons, up 13.4%. http://www. lcaships.com/reports/",0.5106
129,2019-08-10 13:38:00,0,1,"MO Rodel on the Panda frog"" - the need for captive breeding of the Nimba Toad, which is massively threatened by iron ore mining and has declined 83% since 1950s. #AAWG2019 pic.twitter.com/V86AXwQIHG""",-0.4588
130,2019-08-10 13:38:00,0,1,"Iron ore throughput at Port Hedland fell by 1.5 Mt year-on-year in September to 42.0 Mt, according to port authority data. At 128.4 Mt, exports in the 3q19 were 1.8 Mt above the corresponding period last year, although were down 9.1 Mt on the 2q19... https:// bit.ly/2OuyeN5",0.0772
136,2019-08-10 12:54:00,0,5,"Makes me so mad cuz i had 5 stacks of coal, 3 stacks lapis, 4 stacks iron ore , and like 14 diamonds including my enchanted stuff :( https:// twitter.com/zxqlo_/status/ 1181387999239704580 …",-0.4435
153,2019-08-10 09:57:00,0,5,"currently, most steel mills use metallurgical coal to 'reduce' iron ore . several research projects are developing processes that use hydrogen. if/when they are successful, we'll be able to use green hydrogen"" (made with renewable energy). …reducing demand for met coal.""",0.5106
157,2019-08-10 09:27:00,1,5,"Interested in trading commodities at the Chinese exchanges? The team from @cnfirst_futures will be at #FIAExpo (Oct. 20-31) with details on trading #ironore at DCE, sour #crude and #rubber at INE as well as #PTA futures at #ZCE . @alambert67 @Trading_Tech @FIAconnect https:// twitter.com/Trading_Tech/s tatus/1177570160603029504 …",0.5859
170,2019-08-10 08:47:00,2,6,Vale expects Chinese demand for iron ore pellets and pellet feed to rise by 50 million tonnes per year with mills in China increasing the usage of pellets in their blast furnaces.- metalbulletin #shipping #drybulk $ BDRY,-0.128
172,2019-08-10 08:28:00,3,6,"Market view on #TTMobile : #ES_F , #FESX , #FTSE100 and #NK225 are lower. #ZB_F , #Bunds , #Gilts and #JGB are higher. #DX_F , #bitcoin , #crude , #copper , #nickel , #wheat and #soybeans are down. #Natgas , #gold , #silver , #ironore and #corn are up. pic.twitter.com/HL7bNi78HB",-0.29600000000000004
173,2019-08-10 08:06:00,0,5,Thanks for piecing together the research and sharing Tom... #zioc #zanaga #ironore https:// twitter.com/tomnic84/statu s/1181373127713910784 …,0.6908
174,2019-08-10 08:01:00,0,2,"Yep we don’t make anything to export, not developing new products, no innovation. We dig holes and drag out coal, iron ore and a bit of gold and copper! We grow a few things and have cattle and sheep! What for the 2020 - 2050 and beyond? Scary?",-0.5337
178,2019-08-10 07:19:00,3,1,Improved air quality allowed most Chinese steel mills to resume normal production during China’s 70th National day holiday. Is this increased production reflected in iron ore indicators? https:// zcu.io/OF6L #China #Pollution #Steel #Output #Commodity #Markets #Production pic.twitter.com/Tpd8CC6oN9,0.7845
192,2019-08-10 04:55:00,5,18,"5. The new government is passive on all 4 fronts. On iron ore & electricity, Kolomoisky has effectively declared war on Rinat Akhmetov, who hits back. This looks like an old-style oligarch war as in Russia in 1997 with the 2 biggest oligarchs fighting.",-0.6249
193,2019-08-10 04:52:00,5,16,"4. Meanwhile Kolomoisky attacks on at least 4 fronts: against low-cost airlines, against the NBU & its nationalization of his Privatbank, proposal of confiscatory taxation of iron ore production & electricity war.",-0.7783
196,2019-08-10 04:01:00,0,1,"Australia: The enormous wealth generated by iron ore , coal, oil and gas masks, and probably contributes to, an economy that has failed to develop the industries needed to sustain its position among the top ranks of the developed world."" https://www. afr.com/policy/economy /australia-is-rich-dumb-and-getting-dumber-20191007-p52y8i …""",0.1779
198,2019-08-10 03:26:00,0,1,"#FXPO - Ferrexpo PLC 3Q 2019 Production Report down 10% QoQ but up 2% YoY (65% Fe pellets is 93% of mix) #IRON #ORE ~ 20% lower from Jul 2019, but +20% from oct 2018. pic.twitter.com/hiYHNOsYxo",-0.4215
203,2019-08-10 02:29:00,0,1,"Harvard's new 'Atlas of Economic Complexity' exposes an embarrassing truth about Australia. It lacks industrial 'complexity' because wealth from iron ore , coal, oil and gas ... has created an economy lacking industries needed to keep it in the top ranks of the developed world. https:// twitter.com/JoshBBornstein /status/1181410631859109889 …",0.6369
205,2019-08-10 02:04:00,0,1,"Said before I think, far from the being the 'lucky country', we've simply dug stuff up and sold it once too cheap, and for no retained-in-Australia return. It has made Govt bone lazy at thinking about the future. What is our future? More coal? More iron ore ? That's it. https:// twitter.com/Zvyozdochka/st atus/1181427962840829952 …",-0.3485
208,2019-08-10 01:50:00,0,1,"Hoo girl, I hate to admit it, but in my experience via working at Parliament and having a cousin in the Navy based in WA.... *whispers* many of them are accurate... *ducks flying pieces of iron ore and the side eye of the FIFO crowd*",-0.2382
209,2019-08-10 01:45:00,3,5,"Opium, gold, copper, lithium, uranium, iron ore , cobalt, natural gas and oil.",0.3612
211,2019-08-10 00:37:00,0,1,Lets just stick to a hedonic house price index and an Iron ore index. To quote Metallica Nothing else matters. Or to Quote Peggy Lee. Is that all there is?,-0.0191
276,2019-07-10 15:51:00,3,4,"A beaver pelt, a cow skull, iron ore , caribou antlers, zebra mussels—our friends from the @BellMuseum will be bringing that and more to the galleries for Friday's opening of The Great Lakes Cycle! Come interact with these materials from the Great Lakes >> http:// z.umn.edu/RockmanOpening pic.twitter.com/y0i9hD2G1P",0.9117
289,2019-07-10 12:46:00,0,1,"OK, we are discussing coal mines and you give examples of gold, iron ore and copper mines, of which one causes air pollution! Clearly not properly regulated or operated for environmental protection. Clearly correctable. Also not related to energy and CO2. Get on topic.",0.779
298,2019-07-10 10:16:00,0,1,#emergingmarkets #India is now the world's 2nd largest producer of crude steel at 114mtpa and will be importing about 40-50mt ironore in 2020. #Commodities,-0.5719
300,2019-07-10 10:03:00,1,4,"Visakhapatnam port trust was meant for general cargo import and export operations not for coal, iron ore etc... This kind of polluted cargo should be handled at city outskirts. Does VPT has any pollution control norms and values, does it has Evironmental impact assessment RULES. pic.twitter.com/lzg5lNvAOR",0.4033
310,2019-07-10 09:41:00,3,8,"With China's demand for lesser iron ore dropping, #Fortescue goes for slice of Guinea's #Simandou . @gyude_moore @miningcomau @sndwky @hjesanderson @aliekabba_FA @BBGAfrica @UWA_AfREC @cchukudebelu @ConakryGuinee @anthonyawasom @Africa_Alert #ore https://www. sciencedirect.com/science/articl e/pii/S2214790X16300995 … https:// twitter.com/MinorMinerLSE/ status/1181099316619952133 …",-0.128
313,2019-07-10 09:33:00,0,1,"Visakhapatnam port trust was meant for general cargo import and export operations not for coal, iron ore etc... This kind of polluted cargo should be handled at city outskirts. Does VPT has any pollution control norms and values, does it has Evironmental impact assessment RULES.",0.4033
315,2019-07-10 09:32:00,0,3,"Visakhapatnam port trust was meant for general cargo import and export operations not for coal, iron ore etc... This kind of polluted cargo should be handled at city outskirts. Does VPT has any pollution control norms and values, does it has Evironmental impact assessment RULES.",0.4033
317,2019-07-10 09:32:00,2,3,"Visakhapatnam port trust was meant for general cargo import and export operations not for coal, iron ore etc... This kind of polluted cargo should be handled at city outskirts. Does VPT has any pollution control norms and values, does it has Evironmental impact assessment RULES.",0.4033
