username;date;retweets;favorites;text
MagnetiteMines;02/10/2019 06:25;0;0;China's imports of major commodities, including crude oil, #ironore , liquefied natural gas (LNG) and coal, appeared to have once again shown resilience in September, challenging the prevailing narrative that the world's second-largest economy is weakening. https://www. afr.com/markets/commod ities/china-s-imports-of-major-commodities-stay-resilient-20191001-p52wo9 … pic.twitter.com/4ZSxitQaGM
GMKCenterNews;02/10/2019 03:29;0;0;Ore path: steelmakers switched iron ore exports from Asia to Europe. Ukrainian iron ore exporters prefer lucrative European markets with short haul transportation. Read more here https:// bit.ly/2pe99vd pic.twitter.com/XvlH6RaIYP
Maile34050623;02/10/2019 03:26;0;0;Good morning Mr I'm currently working with iron ore and I want direct buyers to buy the product from South Africa my cell phone/whatsup is +27794384538 email shosholoza.ms@gmail.com please lets talk business. Nixon
ArgusMedia;02/10/2019 00:31;2;0;China iron ore pellet: Prices rise on demand https:// ift.tt/2omqGkm
TheMiningBot;01/10/2019 23:57;0;0;I just mined 5 iron ore !
robertholmes;02/10/2019 13:29;0;1;Transport and logistics weak? Who cares. Next they'll be talking about chemicals and iron ore . Those worries are like from the 1970s.
MarkAClarkson;02/10/2019 12:56;0;0;https://www. oilandgasindustrynews.com.au/2019/10/01/aus tralian-lng-exports-expected-to-drive-record-output/ … Without export earnings from mining (particularly iron ore and coal), oil and gas, Australia would be .... well ... broke!
Iron_OreA1;02/10/2019 10:54;0;0;@SmithChristian4 this 5 year plan thing, mmmmm
MiningReview;02/10/2019 09:57;1;0;Bulk mining in South Africa, although faced with many challenges, also holds many opportunities for the country @joburgindaba #ironore #coal #manganese
TheBrometheus;02/10/2019 09:29;0;2;It’s Ancient Greece all over again. Maybe they can figure out how to refine iron ore and bring us out of this terrible Bronze Age.
Iron_OreA1;02/10/2019 08:31;0;0;Why would we want another defensive manager. Isn’t that one of the main reasons we are complaining about Emery?
AmberMining;02/10/2019 06:00;2;6;China’s imports of major commodities, including iron ore and coal, appeared to have again shown resilience in September, challenging the prevailing narrative that China is weakening http:// ow.ly/bnSv30pEer8
Iron_OreA1;02/10/2019 05:46;0;0;@EddieHearn im gon need a reimbursement on my ticket #parker
SeatSale;02/10/2019 04:09;0;0;China iron ore pellet: Prices rise on demand: https:// ift.tt/2osm0cD
CodeNameDanny;02/10/2019 03:33;0;0;Material Breakdown: 1 - 1.5 handed wooden handle 18 - Paladium ingots 19 - Red Iron ingots Raw Material: 36 - Silver ore 37 - Iron ore 74 - Copper ore 12 - Wood pieces
deoudehuize;02/10/2019 02:35;0;2;An exhilarating train journey across the Sahara. Since 1963, Mauritania’s 2km-long Train du Desert has carried iron ore and brave passengers 704km across the Sahara Desert. http://www. bbc.com/travel/story/2 0190904-an-exhilarating-train-journey-across-the-sahara?ocid=ww.social.link.twitter … via @BBC_Travel
EthicalAdvisers;02/10/2019 00:03;0;0;"Aus iron ore miner, Andrew Forrest's Sea the Future"" project will implement a voluntary levy on new plastics made by plastic manufacturers or buyers like Coca Cola. The money from the project will be invested into researching new recycling technologies. https:// buff.ly/2nFRD2j"""
macminltd;01/10/2019 21:57;2;9;Macarthur seeks to return to a dual listing on ASX. Board considers an ASX listing will increase investor interest and improve trading liquidity for its Australian iron ore projects. Read full release here: https:// bit.ly/2nF6SZr #magnetite #ironore #ASX #TSX -V #OTCQB pic.twitter.com/QYT6H5pCRH
TheMiningBot;01/10/2019 21:55;0;0;I just mined 4 iron ore !
cowboyguy;01/10/2019 21:54;0;0;Stop it! Minnesota needs mining...it's not coal! Iron ore , copper other minerals do not increase CO2 and we need US steel, not China's steel!
onewhorunsalot;01/10/2019 21:24;0;1;Recycling... it's a good thing. But I guess that extra 5% - 15% has to come from somewhere I kind of figured steel and iron ore manufacturing was nasty. But, notice that almost any powerplant is going to use steel. Most power plants involve the spinning of a turbine.
FutureNotPast;01/10/2019 21:07;0;0;Like, Australia will stock pile iron ore on-shore waiting for another customer. AD forgets Minerals Council controls gov mineral decisions. Upsetting US shareholders will curtail all that FDI, miracles morrison has been crowing about. USA has what it wants out of AU. #auspol
LukheleOreneile;02/10/2019 12:11;0;0;And you only realize this now ?
Iron_OreA1;02/10/2019 11:56;0;0;
MiningReview;02/10/2019 10:07;1;1;Bulk commodity mining has the ability to affect communities both positively and negatively - the panelists are ensuring they do their part in ensuring positive change at their operations @joburgindaba #ironore #coal #manganese #aggregates
HELLENICSHIP;02/10/2019 08:56;0;0;MMi Daily #IronOre Index Report October 02 2019 #mmi #commodities #metals For the full report go here: https://www. hellenicshippingnews.com/mmi-daily-iron -ore-index-report-october-02-2019/ … pic.twitter.com/oAZKxlegM8
Farmer_Mooo;02/10/2019 08:00;0;0;My own opinion is hydrogen & electricity has to be created by fossil fuels somewhere as the need for electric is far too high. To create wind turbines you need steel which means you need iron ore .... infrastructure is not there at all for electric vehicles. It’s all a con
seanbrooks00;02/10/2019 06:42;0;0;While ultimately ‘made up’. Locke’s proviso keeps the iron ore from being theft as there’s enough, and as good, of it for others.
neometaliks;02/10/2019 06:15;0;0;Strength and stability will bestow on you, if you have the patience and resilience. Happy Gandhi Jayanti! #NeoMetaliks #GandhiJayanti #HappyGandhiJayanti #SteelIndustry #IronOre #PigIron #Steel #SlagBoulder #GranulatedSlag #SteelPlant #Kolkata #Durgapur #TMT pic.twitter.com/HksItmzV7v
LukheleOreneile;02/10/2019 04:20;0;1;No lie
LukheleOreneile;02/10/2019 03:21;0;0;Honestly the looks you get from men on the streets —especially when passing by a group of men— have to be the most uncomfortable thing ever! https:// twitter.com/bobbylava/stat us/1179254856370020358 …
Maile34050623;02/10/2019 02:58;0;0;Good morning I'm selling iron ore and I want direct buyers to buy the product from South Africa my cell phone is 0794384538 my email address is shosholoza.ms@gmail.com, I can provide you with the amount of stock you need please give me your indication. Nixon
brownertj;02/10/2019 00:13;1;2;Evraz, In 2008, co-owned by Alexander #Abramov , said in a statement it had closed the acquisition of a 51.4 percent stake in Cyprus-registered #Palmrose Ltd, which owns steel, iron ore and coke assets in Ukraine. https://www. reuters.com/article/evraz- ukraine/steel-maker-evraz-closes-first-stage-of-ukraine-deal-idUSL1428663320080414 …
JacobJanerka;01/10/2019 21:38;0;8;I tell you what mate, I've mined my share of Iron ore , and you cant take that away from me.
MAXPlantAu;01/10/2019 21:30;0;1;Ready to rent Power Packs. Contact us now https:// bit.ly/2kN8b7h #MAXPlant #YourProjectPartner #ironore #mining #mineralprocessing #heavyequipment #miningequipment #miningindustry pic.twitter.com/37pz8iSCpq
FNArena;01/10/2019 21:13;0;0;Material Matters, a glance through the latest expert predictions on commodities, is out now https:// buff.ly/2oh2NLd #ausbiz #XJO #investing #stocks #equities
SesaGoaIronOre;02/10/2019 02:53;2;2;VAB #Awards #SesaGoaIronOre #Vedanta https:// twitter.com/SesaGoaIronOre /status/1177144983402340354 … pic.twitter.com/c69hBep7I5
ShedlyYard;24/08/2019 08:43;4;12;Westinghouse pumps fitted to 92064 also used on the Consett iron ore wagons. pic.twitter.com/XxDnnVQsdY
ShedlyYard;24/08/2019 08:37;4;24;Managed to look into the concert iron ore wagons, found 63856 fitted with the Westinghouse pumps for unloading. pic.twitter.com/fpOYUcQCw7
visit_galway;24/08/2019 08:12;7;36;If you haven't already, be sure to check out the #WoodfordFurnaceFestival this weekend. Get up close with how #smelters from #Ireland & overseas produce iron from local ore using bloomer furnaces. #IronMaking #Smelting #IronOre #HeritageWeek #Woodford #Galway #VisitGalway pic.twitter.com/soHVgtR6pd
sproutling;24/08/2019 05:02;1;17;minecraft timeline for today: -find 4 diamonds -die -find 11 diamonds, give them away -die to monsters, lose stacks of iron ore , armor, saddles, etc -get lost -relocate and slowly start from scratch pic.twitter.com/ZuKlVAumCh
BaldingsWorld;23/08/2019 16:34;2;12;<cough cough Australian iron ore selling at significant discount to domestic Chinese iron ore cough cough> https:// twitter.com/TallDave7/stat us/1164982275664175104 …
JSPLCorporate;23/08/2019 06:13;96;103;#CNBCTV18Exclusive Watch our MD V R Sharma, who was on @CNBCTV18Live earlier today to discuss about Angul ramps up, iron ore availabilities, our debt reduction plans and many more important issues. pic.twitter.com/2LMtj4AqcK
biswajitmohanty;23/08/2019 03:25;8;6;The root cause is plying of at least 10,000 iron ore trucks everyday on the highways in Keonjhar dist. That stops elephants from crossing the road at night. we want a night ban. However, govt will not do this & more elephants will die. The omnipotent mining mafia runs our govt !
kwingerei;23/08/2019 00:04;15;40;"When Norway found oil & gas in the early seventies the principle of who owns the resources (that'll be the the people) was well established and uncontested, unlike in Oz where Lang Hancock could fly over the Pilbara, discover iron ore and say I'll have all of that, thank you""."""
BobBrownFndn;22/08/2019 22:07;9;19;"Protect takayna don’t mine it. Bob Brown Foundation’s Scott Jordan said the iron ore price drop meant Venture was a bad risk. “A wise govt would avoid such risks and back the environmental values of takayna/Tarkine into the long term, https://www. theadvocate.com.au/story/6343172/ venture-minerals-set-to-go-live-with-riley-iron-ore-mine/?cs=87 … #politas"""
RoninPoland;22/08/2019 12:25;7;8;Sweden-Switzerland, a Nazi gold derby, both owed postwar prosperity to aiding in Nazi war effort. Sweden supplied 40% of Germany’s wartime iron ore , paid for with looted gold channeled through Switzerland. pic.twitter.com/0SHKESmsV8
JustinC45e;22/08/2019 11:57;2;15;#ZIOC Investors alike, read the tweet below. A huge opportunity presents itself. Its looking like game on for the Zanaga project within the RoC. Invest through $ ZIOC Zanaga Iron Ore , AIM Listed London #IronOre #GLEN #Glencore #JV #AIM #FTSE https:// twitter.com/TomNic84/statu s/1164467100838064128 …
pdacosta;22/08/2019 11:43;15;17;"With the melting ice, #Greenland 's vast quantities of metals and energy resources—believed to include iron ore , lead, zinc, diamonds, gold, copper, uranium and oil—are becoming more accessible than ever before."" https://www. forbes.com/sites/davidnik el/2019/08/16/whats-so-great-about-greenland-why-trump-wants-it-and-why-denmark-wont-sell/#4eb008f3f8ed …"""
satyapanda61;22/08/2019 09:34;6;22;Allowing excess evacuation of iron ore from Keonjhar Dist by road caused the death of 3 pachyderms in a single incident. Mines mafia-bureaucracy-politician nexus is clearly visible. @PMOIndia @dpradhanbjp @CMO_Odisha @Naveen_Odisha @down2earthindia @chandrani_murmu pic.twitter.com/yv8JHMvsuD
j_laurenceson;22/08/2019 07:53;21;43;I’m speechless. A joke? “It can’t be ignored that Australian iron ore exports could potentially be then used to support warship production.” Chinese military: Security experts fear Australian iron ore being used for Chinese submarines | Herald Sun https://www. heraldsun.com.au/news/experts-f ear-aussie-steel-being-used-for-chinese-submarines/news-story/b48a698f5bc0be57e124df8bee196dfe …
leicestercntrl;22/08/2019 07:51;4;35;Wish list locos for my @accurascale British Steel hoppers have arrived - I have 2 Railfreight & Metals Sector 37s back in UK waiting for haulage light engine to Leicester am Main - can’t wait for triple headed class 37 (with sound) heading through LC on a S Wales - NE Iron Ore pic.twitter.com/VhIeKo2LYT
dlacalle_IA;22/08/2019 07:12;37;68;Further signs of slowdown: Iron ore prices slumped to their lowest levels since March, part of a wider 30% slump this month (FT) Copper futures fell in New York for four of the past five months. Aluminium weakness signals persistent overcapacity. pic.twitter.com/5CTXLGUdX1
baijendra;22/08/2019 06:33;10;20;Tribunal stays withdrawal of Karnataka iron ore mine lease https:// newsd.in/tribunal-stays -withdrawal-of-karnataka-iron-ore-mine-lease/ …
BobBrownFndn;22/08/2019 03:51;12;26;Don't let Venture Minerals play dice with takayna /Tarkine. In a move that smacks more of manipulating permits, Venture Minerals has announced decision to commence mining at Riley Creek despite three straight weeks of plummetting iron ore prices. http:// bobbrown.org.au/mr_220819 #politas
cryopolitics;22/08/2019 03:33;0;25;Experienced an eye-opening visit to the world's largest underground iron ore mine @LKABgroup in #Kiruna , Sweden on Monday and now excited to discuss my work today on #China , the #Arctic , & iron ore extraction @UU_University today w/ @PolarIceQueen @ragnhildfd & others! #mining pic.twitter.com/MxtWWTQYbt
Mamadidntraise;22/08/2019 01:19;4;27;Hmmm. There’s definitely more to this Greenland thing than iron ore and gold mines.
Robert__Rennie;24/08/2019 09:59;3;9;'No signs of stopping': Iron ore prices slump to multi-month lows https://www. smh.com.au/business/marke ts/no-signs-of-stopping-iron-ore-prices-slump-to-multi-month-lows-20190822-p52jri.html …
KhandaniM;24/08/2019 04:03;2;5;These are iron ore if I'm not mistaken, but we should be producing these in those foundries that were closed. https:// twitter.com/mafalom/status /1165151071158906880 …
ASX1500;24/08/2019 03:35;0;11;Going to have to stop buying iron ore , the disaster scenario I wrote of in my pinned tweet when the yuan breaks down as it has. https:// twitter.com/Jkylebass/stat us/1165108968169119747 …
JulikaBrand;23/08/2019 16:13;5;10;#PopulationGrowth Fuels #Deforestation in the #Amazon . In Parauapebas, a vast open-pit iron ore #mine #population swelled to an estimated 220,000 from 154,000 within 2 years https://www. nytimes.com/slideshow/2012 /11/24/world/americas/20121125-BRAZIL/s/20121125-BRAZIL-slide-ZXST.html …
bluejug2001;23/08/2019 12:42;3;12;#Zioc @Zanaga_ Iron_Ore Check our the fundamentals. Worlds 5th largest #ironore mine 6.9Bn/t . 2.1Bn/t of high grade, only 50% of mine surveyed, even this equates to 30Mtpa for next 60yrs.. https:// twitter.com/JustinC45e/sta tus/1164903269216477184 …
MinorMinerLSE;23/08/2019 11:39;6;13;As Chinese policy progressively shutters older and more polluting steel mills, the new ones taking their place overwheleming need higher grades of iron ore . Long term structural shift is a bonanza for high grade #Zanaga quality #ironore #ZIOC #Glencore https://www. hellenicshippingnews.com/analysis-china s-steel-capacity-expansion-to-peak-in-2019-before-reduction-efforts-bear-fruit/ … pic.twitter.com/wQGVDOx1pn
biswajitmohanty;23/08/2019 01:29;5;12;we need a night ban on iron ore truck movement in Keonjhar to prevent more deaths. Expanded 4 lane highway is now a death trap. 10,000 trucks ply day & night. will @ForestDeptt and @odishawildlife wake up plz 3 elephants die in road accident in Keonjhar https://www.dailypioneer.com:443/2019/state-editions/3-elephants-die-in-road-accident-in-keonjhar.html dailypioneer.com/2019/state-edi …
Gallo_Ways;22/08/2019 18:04;8;4;Exclusive: Experts fear Australia's iron ore is being used to help build China’s next-generation nuclear-powered and ballistic-missile attack submarines https://www. heraldsun.com.au/news/experts-f ear-aussie-steel-being-used-for-chinese-submarines/news-story/b48a698f5bc0be57e124df8bee196dfe … #auspol
CommSec;22/08/2019 17:28;7;6;US market close: Dow Jones +49.51pts or +0.2% Nasdaq -28.82pts or -0.4% #Gold -0.5% to US$1508.50/oz #Oil -0.6% to US$55.35/bl #ironore +2.4% to US$85/t 10-yr treasury yield 1.6148% (up) SPI -10pts or -0.15% AUDUSD $0.6756 #ausbiz
BloombergTV;22/08/2019 13:55;1;5;Coming Up on #CommoditiesEdge : What iron ore , gold and crude oil prices say about the global economy Farmers are hurt by trade wars...again Diamond Standard CEO Cormac Kinney weighs in on using blockchain to trade gems http:// bloomberg.com/live pic.twitter.com/sIpNLEwNFH
CadenceMinerals;22/08/2019 13:30;9;17;#KDNC - Macarthur Minerals (TSX-V: MMS) updates on Lake Giles #ironore project, dual listing and feasibility study #mining #miningnews @macminltd http:// ow.ly/lydv30poU6Y pic.twitter.com/vGN8dJ5OXz
HOPAports;22/08/2019 11:55;3;12;DYK these piles of iron ore are transported from docked vessels to the @ArcelorMittal_D property via the conveyors above. The raw ore is then picked up by loaders and used in the #steel production process. pic.twitter.com/D5rdrwanoq
chigrl;22/08/2019 09:47;4;30;Almost back to Earth after Vale crisis when we were at $75, now we can use this as an actual economic gauge again >> #Ironore prices slump to six-month low after BHP warning https:// amp.ft.com/content/7f36d6 ac-c3fe-11e9-a8e9-296ca66511c9 … pic.twitter.com/RO61nc2zEj
gassin123Charts;22/08/2019 08:00;2;15;$ VMS 2c internal rate of return = 303% expenditure of $3.6m post tax revenue of $31m offtake partner Prosperity Steel will take 100% of the #ironore produced at Riley for the first two years ships its first ore from Riley during the #December quarter. https:// twitter.com/SmallCapsASX/s tatus/1164363481287544838 …
alexbrog;22/08/2019 07:08;6;7;#Iron ore prices slump to six-month low. @SPGlobal Niki Wang explains Chinese steel mills running down stocks rather than seaborne buying as they remain bearish on the outlook for steel demand via @FT https://www. ft.com/content/7f36d6 ac-c3fe-11e9-a8e9-296ca66511c9?segmentId=786c7e0e-fcc5-282a-7c0e-74ecfe4825a7 …
hgloystein;22/08/2019 03:32;4;4;* #Russia 's Rosneft to move tenders from #USD to #EUR ( #Reuters ) * #LNG prices bottom out but remain at seasonal 10-yr lows * #China #IronOre slumps further amid #steel closures, #TradeWar * China plans #gasoline ban for some cities #OOTT #ONGT pic.twitter.com/5FAZWMBQAo
Indiamining;22/08/2019 01:29;38;14;E-auction of 5.34 million tonnes of iron ore to be held today. #mining #GoaMining #thursdaymorning @DrPramodPSawant @AmitShah @JoshiPralhad @BJP4India pic.twitter.com/feSHrzaras
miningcomau;22/08/2019 00:30;4;6;"ASX Announcement: Venture Minerals Limited ( $ VMS ) VENTURE COMMITS TO RECOMMENCING RILEY #IRONORE MINE"" #mining https://www. asx.com.au/asxpdf/2019082 2/pdf/447qtsd55yp0pq.pdf … pic.twitter.com/x6xoUTtxaK"""
SmallCapsASX;21/08/2019 23:27;9;9;Venture Minerals ( #ASX : $ VMS ) to resume iron ore mining at Riley, offtake locked-in https:// smallcaps.com.au/venture-minera ls-resume-iron-ore-mining-riley-offtake-locked-in/ … #ironore
sstraussss;21/08/2019 21:14;4;9;and just like that another player moves on its Iron Ore Project $ VMS restarting Iron Ore Mine Cap Ex $3.6m NPV $27m 8:1 NPV payout even using low Iron Ore prices
Aeromom322Carol;29/08/2019 15:06;4;69;And continued to sell iron ore to the Germans - oh and let the Germans use trains to transport their troops to invade Norway and refused to give the Norwegian royal family refuge
CalebJHull;29/08/2019 14:27;78;1107;Guess where Sweden was during WWII when we were fighting literal fascism? Selling iron ore to Germany, who were completely dependent on it. So there goes that narrative.
CalebJHull;29/08/2019 14:22;47;435;"Fun fact: Germany was heavily dependent on Sweden's iron ore during WWII while we were trying to defeat the literal Nazis. So tell me more about fighting fascism"""""
IngridAgnete;29/08/2019 13:51;1;11;In final #RGSIBG19 session of the day, @cryopolitics offers insights on Chinese iron ore demand and steel supply in the #Arctic - infrastructure investment and hopes extend to speculative practices, with material consequences in the present. pic.twitter.com/5Y0tZKkPVg
minechaeology;29/08/2019 09:49;3;13;Iron results - products from the Carol Lake iron mine, Labrador City, Canada. Picture from July 12, 1974 Iron Ore Company of Canada, Neg. Ref. No. F-416-1419. pic.twitter.com/BD7c5q7BHh
cryopolitics;29/08/2019 08:38;2;27;Fresh from a visit to the world's largest underground iron ore mine in #Kiruna , Sweden, I'm looking forward to presenting my work today @4:50 pm in the #Infrastructure //Space sesh at #RGSIBG19 on #China , iron ore mining and steel production, & the #Arctic . #AcademicChatter pic.twitter.com/T8pqgZNyu3
Scutty;29/08/2019 08:15;5;8;Further weakness for iron ore markets on Thursday. 62% fines off 1.2% to $81.47, closing at a 7-month low. Similar declines were seen across higher and lower grades. pic.twitter.com/LqWWKGnocU
RomonaPerry13;29/08/2019 07:11;11;16;A Wind Turbine is made of 260 tons of steel that required 300 tons of iron ore &170 tons of coking coal, all mined transported & produced by hydrocarbons. A Wind Turbine could spin until it falls apart &never generates as much energy as was invested in building it. UGLY TOO
erik_ironore;29/08/2019 06:31;19;20;The iron ore price collapse was triggered by macro events, but there were also fundamentals in the market that hinted at a correction. Meanwhile, coking coal prices have been declining steadily since May. pic.twitter.com/I3C76kAsW8
GaunekarRiddhi;29/08/2019 02:17;47;7;Disruption in iron ore industry is causing huge losses to the people, govt. taking the country backward. #GoaMining @PMOIndia @goacm @AmitShah @nstomar @sureshpprabhu @nitin_gadkari @rsprasad @shripadynaik @BJP4Goa @BJP4India @MinesMinIndia @rashtrapatibhvn @HT_Ed
GaunekarRiddhi;29/08/2019 02:16;39;6;Increase in the sustainable iron ore production will not only help in bringing in huge FOREX but also can create massive employment opportunities within the country. #GoaMining @PMOIndia @goacm @AmitShah @nstomar @sureshpprabhu @rsprasad @shripadynaik @MinesMinIndia @HT_Ed
SanjayBhadvank1;29/08/2019 02:07;36;8;Undoubtedly sustainable iron ore production needs to be supported with the simplified Regulations and Policies. #GoaMining #RestartGoaMining @PMOIndia #GoaMining @narendramodi #RestartGoaMining @goacm @DrPramodPSawant @AmitShah @BJP4Goa @BJP4India @MinesMinIndia @rashtrapatibhvn
gassin123Charts;28/08/2019 21:05;3;21;LOL ..who is Wrong ?? I say .. #ASX will go #Green ..today ! #DOW UP 260 points = #Bullish #Nickel UP by 5% ..overnight #Iron Ore futures UP .2% #gain #Gold = US$1549 #Silver UP $0.16c to US$18.45 #Oil UP $0.97 to US$55.90 all #Commodities Up = #Ozi Miners boom https:// twitter.com/Finnewsnetwork /status/1166858574326378497 …
TheKouk;28/08/2019 19:01;8;14;Iron ore price is US$83 a tonne: AUD around 0.6740: Still kilometres above budget estimate, delivering billions of extra dollars to the economy and budget
JHannisdahl;28/08/2019 17:24;5;10;#of #Capesize in #Brazil is the lowest since Jun, when spot rates exploded to 5y-highs. w our 34mt/month BZ #ironore export forecast for the remainder of '19, earnings could surge further to potential 9y-highs! #drybulk #shipping $ GOGL $ SBLK $ GNK $ DSX $ SB $ SALT $ EGLE $ GLBK $ SHIP pic.twitter.com/qdYbmp5Qlv
CommSec;28/08/2019 17:10;7;15;US Market Close: Dow Jones +258 pts or +1.0% S&P 500 +18 pts or +0.65% Nasdaq +29pts or +0.37% #Gold -0.2% or $3.20 to US$1,548.50/oz #Oil +1.8% to US$55.95/bl #ironore +0.4% to US$83.50/t 10-yr treasury yield 1.471% (down) SPI -2pts AUDUSD $0.6735 #ausbiz
girishsharma161;28/08/2019 14:18;30;13;"Raw material like #coal and #iron_ore in the #mineral_rich #eastern states was a distinct advantage until 50s. All the major #industries were in #WestBengal ; some in #Bihar , #Orissa due to proximity of raw material. THEN THEY BECAME #poor AND #BIMARU #STATES . #thursdaythought"
AndToddsaid;28/08/2019 12:47;1;10;Sweden sold iron ore to the Nazi weapons manufacturers. Sweden lent their railways German troops and tanks and lied about it. Sweden didn't join the Allies until 1943, after the Axis decidedly started losing. Sweden can sit the f*ck down. https:// twitter.com/tardulv/status /1165685874006331392 …
amatya18;28/08/2019 04:22;15;37;“Iron Technology in India India is one of the richest countries in the iron ore deposits. Perhaps because of this reason she has been famous for producing good quality iron and steel right from the ancient times.
KarlKohlhase;28/08/2019 04:13;3;17;3 Facts, 5 People: 1) I majored in music and almost completed a Masters degree in it, but 2) My wife and two sons like having a roof over their heads, so.... 3) I drive a 240 ton haul truck for a local iron ore mine. @UJoe0430 @ZenCatholic @equipoiz @NotTiredYet_ @iNowSee427 pic.twitter.com/OcHDft72el
visitbiscay;29/08/2019 14:50;1;5;La Arboleda was an old mining town from where iron ore was extracted to be transported to Altos Hornos. Today it has become a perfect recreational space for the whole family . Come to Zugaztieta with us http:// ow.ly/jLfQ50vCUIz #visitBiscay pic.twitter.com/U35faF3kjg
SesaGoaIronOre;29/08/2019 09:07;14;12;Our Journey Towards Zero Harm. Let's Congratulate our Best Performing Grid Owners of Iron Ore Karnataka. #Safety #Vedanta #SesaGoaIronOre #ThursdayMotivation @SauvickMazumdar @AnilAgarwal_Ved pic.twitter.com/eb32AhvHSC
MinorMinerLSE;29/08/2019 08:20;4;13;#Simandou very much in demand, with a series of positive implications for #Zanaga . #ZIOC #Glencore #ironore #steel @Zanaga_ Iron_Ore A Guinean source close to the talks said they were at “a very advanced stage,” while declining to give further details. https:// uk.reuters.com/article/guinea -nimba-bhp/talks-on-guineas-iron-ore-advance-bhp-nears-deal-on-nimba-sources-idUKL5N25O3ZZ … pic.twitter.com/rwjyE3vtHk
saliou_samb;29/08/2019 06:52;3;3;Talks on Guinea's iron ore advance, BHP nears deal on Nimba-sources https:// af.reuters.com/article/commod itiesNews/idAFL5N25O3ZZ …
sant_ghadi;29/08/2019 04:05;39;8;Disruption in iron ore industry is causing huge losses to the people, govt. taking the country backward. #GoaMining @PMOIndia @goacm @AmitShah @nstomar @sureshpprabhu @nitin_gadkari @rsprasad @shripadynaik @BJP4Goa @BJP4India @MinesMinIndia @rashtrapatibhvn @HT_Ed
goa_uday;29/08/2019 03:49;27;4;#GoaMining dependents have been demanding amendment to the existing mining laws so that iron ore leases get extension till 2037. #RestartGoaMining @PMOIndia @goacm @AmitShah @nstomar @sureshpprabhu @rsprasad @shripadynaik @BJP4Goa @BJP4India @MinesMinIndia @aroonpurie
YashwantRaut19;29/08/2019 03:25;26;7;Potential of the Indian ironore industry is unutilised.There is a need to unlock this for economic growth of nation building #Iron4NationalDevelopment @PMOIndia @MinesMinIndia @goacm @DrpramodSawant1 @CMofKarnataka @JoshiPralhad @hd_kumaraswamy @cmojhr @Naveen_Odisha @dasraghubar
YashwantRaut19;29/08/2019 03:24;26;6;#Iron4NationalDevelopment @PMOIndia @MinesMinIndia @goacm @DrpramodSawant1 @CMofKarnataka @JoshiPralhad @hd_kumaraswamy @cmojhr @Naveen_Odisha @dasraghubar Disruption in iron ore industry is causing huge losses to the people, govt taking the country backwards #GoaMining
suhelnarvekar;29/08/2019 02:54;24;7;E- auctioning of ore and sale of iron ore dumps is not practical and cannot compensate the #GoaMining dependents for the lack of #Jobs currently. @AmitShah @DrPramodPSawant @narendramodi @PiyushGoyal @nstomar @dpradhanbjp @nsitharaman @JoshiPralhad @JPNadda @rsprasad @BJP4Goa pic.twitter.com/WNyXmiDyjY
GaunekarRiddhi;29/08/2019 02:15;46;8;Undoubtedly sustainable iron ore production needs to be supported with the simplified Regulations and Policies. #GoaMining @PMOIndia @goacm @AmitShah @nstomar @sureshpprabhu @nitin_gadkari @rsprasad @shripadynaik @BJP4India @MinesMinIndia @rashtrapatibhvn @sardesairajdeep
SanjayBhadvank1;29/08/2019 02:10;48;9;Increase in sustainable iron ore production will not only help in bringing in huge FOREX but also can create massive employment opportunities within the country. #GoaMining #RestartGoaMining @PMOIndia #GoaMining @narendramodi #RestartGoaMining @goacm @DrPramodPSawant @AmitShah
RobertCudney;29/08/2019 01:24;0;4;A colossus for the North . Canadian Ore Bodies owns the fantastic Iron Ore deposits on the Belcher Islands in southern Hudson Bay . Northern Canadian development rapidly moving. https://www. mining.com/a-colossus-for -canada-5500-ton-iron-ore-handling-system-shipped-to-baffin-island/ …
darshanvmehta1;28/08/2019 22:57;3;18;"GLOBAL CUES US markets up 1%, Europe muted Asian and SGX Nifty start negative Crude rallies 1.6% overnight; Down 0.6% in morning Weak closing by base metals on LME; Nickel rallies 2.5% DCE Iron ore up 0.5%, Other base metals muted in China Sugar and Coffee move higher in NY"
Sidneysideline;28/08/2019 18:58;2;5;#zioc let’s hope Denis is well rested, with a brand new pen, and ready to start signing some huge Chinese contracts... the first being the Porte-noire new port and SEZ #zanaga #ironore https:// twitter.com/cloud_info24/s tatus/1166699396597276674 …
CDavis_Metals;28/08/2019 10:56;1;4;Extent of Chinese mills’ winter output cuts may depend on mill margins and air quality from October 1, @SPGlobalPlatts Asia met coal editor Jeffery Lu tells the Platts Iron Ore and Met Coal Forum in New York pic.twitter.com/ZX6ISX6tEL
MotilalOswalLtd;28/08/2019 05:00;0;17;"#ResearchReport - METALS WEEKLY: Indian long steel prices a tad down; NMDC cuts iron ore prices. Read more at: http:// ow.ly/wdfe50vLVZN #readresearch #marketknowledge pic.twitter.com/pkBV16Z2uL"
sachinsyd;28/08/2019 00:11;2;4;Juicy dividend keeps $ FMG $ BHP in green despite horror show in Ironore continues . $ RIO up too. Either the IO market is near a bottom and equities are preempting the move or else once ex div they will crack hard to the downside #ASX
TMFScottP;27/08/2019 22:55;1;10;I have no view on the short-medium term movement of commodities -- too hard for rme. But when the majors get iron ore out of the ground for $15 - $25 / tonne, basic supply and demand says that prices wouldn't stay at these levels forever.
