username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Globalrightsng;2019-08-09 09:58;1;3;"Example of Mining Communities: Enugu – Coal Maru, Zamfara – Gold Jos, Plateau – Columbite Kogi – Iron Ore Adamawa – Uranium Nigeria is so richly endowed and there are many more communities rich in minerals. #UnderstandingBHR #GlobalRightsNG pic.twitter.com/oMnuRJ4Fiy";;;#UnderstandingBHR #GlobalRightsNG;"1159811291004973058";https://twitter.com/Globalrightsng/status/1159811291004973058
markets;2019-08-09 04:36;15;12;"Iron ore is heading for its worst week since 2016 on concerns demand is slowing just as supply picks up https:// bloom.bg/2yMOEHt pic.twitter.com/3CwEbMduMe";;;;"1159730204719374338";https://twitter.com/markets/status/1159730204719374338
simonting;2019-08-09 02:47;2;7;"DCE Iron Ore continues to look bearish amid O.I. increased while price falls ... pic.twitter.com/WDUbsGWVXY";;;;"1159702762478657536";https://twitter.com/simonting/status/1159702762478657536
laurimyllyvirta;2019-08-08 09:50;19;13;"China coal imports up 13% on year in July, +7% Jan-Jul. Iron ore +1% in July, -5% Jan-Jul. Crude oil +11%, natgas +32% Jan-Jul. Indicates CO2 emissions still climbing.";;;;"1159446806364901377";https://twitter.com/laurimyllyvirta/status/1159446806364901377
CNBCJou;2019-08-08 08:30;3;9;"The price of #steel has nosedived this year and steelmakers are hurting because of 1/ rise in costs of raw materials ( iron ore , coking coal) 2/ global demand hit Where are steel tariffs in all of this? Serafino Capoferri, Steel Commodities Strategist, @Macquarie pic.twitter.com/2X6odijmuU";;@Macquarie;#steel;"1159426580772470785";https://twitter.com/CNBCJou/status/1159426580772470785
Scutty;2019-08-08 08:19;4;11;"After plunging 22% in 6 sessions, iron ore has found a bid. MBIOI-58 +1.4% to $83.11 MBIOI-62 +0.9% to $94.12 MBIOI-65-BZ +1.2% to $101.60 Dalian futures finished at ¥660.5, unchanged from the prior day session close. No spot pricing tomorrow as Singapore is on holiday. pic.twitter.com/jhGLphVIGe";;;;"1159423839786287104";https://twitter.com/Scutty/status/1159423839786287104
amitgupta0310;2019-08-08 04:55;0;0;"#Chartoftheday - 129 Iron ore enduring sharp sell off as Chinese demand weakens amid trade-war headwinds pic.twitter.com/MM67S7XPJJ";;;#Chartoftheday;"1159372559067914240";https://twitter.com/amitgupta0310/status/1159372559067914240
DebraRo91758510;2019-08-07 21:30;0;4;"Dalian Iron Ore down again pic.twitter.com/fLTloIyOnK";;;;"1159260465177825280";https://twitter.com/DebraRo91758510/status/1159260465177825280
swrighteconomy;2019-08-07 20:30;87;125;"Ouch ... iron ore prices have fallen 21.6% in a week...";;;;"1159245550106996736";https://twitter.com/swrighteconomy/status/1159245550106996736
Duggan65086634;2019-08-07 14:33;0;1;"Holy shit balls .... gold just blew up past 1500$ usd , oil dropped 5% iron ore sinking faster than the titanic heading for 80$ .... china hurting , the #ASX is getting Knocked out tomorrow !! pic.twitter.com/GeDPNbA3Fa";;;#ASX;"1159155643057442817";https://twitter.com/Duggan65086634/status/1159155643057442817
markets;2019-08-07 12:19;42;49;"Iron ore 's epic selloff... https:// bloom.bg/2OID8I0 pic.twitter.com/cNQLmalbIu";;;;"1159121978483236864";https://twitter.com/markets/status/1159121978483236864
business;2019-08-07 05:35;20;34;"Iron ore extends epic sell-off with retreat back into the $80s https:// bloom.bg/2KCIXBE pic.twitter.com/VGKewhfmOB";;;;"1159020216531259395";https://twitter.com/business/status/1159020216531259395
rollingputcap;2019-08-11 23:14;0;5;"Exports are up because of Vale's troubles in Brazil w/ iron ore and imports are down because we're all feeling poor and aren't buying as many cheap imported goods.";;;;"1160736273234948096";https://twitter.com/rollingputcap/status/1160736273234948096
DryBulkETF;2019-08-11 23:00;2;4;"Australia’s Port Hedland iron ore exports for July declined 16% from previous month but were up marginally year-over-year. June exports were record high for Port Hedland. #shipping #drybulk $ BDRY";;;#shipping #drybulk;"1160732800217165825";https://twitter.com/DryBulkETF/status/1160732800217165825
ADLavinsky;2019-08-10 16:52;1;5;"Iron ore plant in Silver Bay celebrates $100 million upgrades, new product, new customers - via @StribBiz @DeeDePass http://www. startribune.com/iron-ore-plant -in-silver-bay-celebrates-100-million-upgrades-new-product-new-customers/531251741/ … pic.twitter.com/IALFtZOYCa";;@StribBiz @DeeDePass;;"1160277885657202688";https://twitter.com/ADLavinsky/status/1160277885657202688
SRC10127084;2019-08-10 03:57;3;37;"Remember during the mining boom (as opposed to the current, selling iron ore boom) when conservatives were aghast that young tradies were earning $200,000 at mining sites? Now they are accusing them of refusing to earn $700,000. Make up your minds.";;;;"1160082840400175104";https://twitter.com/SRC10127084/status/1160082840400175104
mithun1500;2019-08-09 22:20;0;1;"Amid weak demand #JSW not to bid aggressively for Odisha iron ore blocks. #Media BS pic.twitter.com/5RuYWEvwAf";;;#JSW #Media;"1159997968985911296";https://twitter.com/mithun1500/status/1159997968985911296
strikeextent;2019-08-09 17:39;1;3;"#China trade data for July shows #Iron ore imports leapt 17%MoM (+16Mt) to 91Mt – the highest monthly import since Q1, showing volumes from Vale are recovering.";;;#China #Iron;"1159927301225582593";https://twitter.com/strikeextent/status/1159927301225582593
dhariough;2019-08-09 09:06;0;1;"Biggest iron vein I've ever seen, with 24 iron ore blocks. pic.twitter.com/ehpEtPfr9r";;;;"1159798157422628864";https://twitter.com/dhariough/status/1159798157422628864
business;2019-08-09 05:34;15;30;"Iron ore is heading for its worst week since 2016 on concerns demand is slowing just as supply picks up https:// bloom.bg/2yQiATb pic.twitter.com/WGxhOj68pl";;;;"1159744786947031041";https://twitter.com/business/status/1159744786947031041
C_Barraud;2019-08-09 03:53;6;9;"#Ironore | Futures in Singapore resumed losses to trade below $90 a ton, taking this week’s slump to 14%, the most since November 2016. * #China Iron Ore Futures decline by ~5%. pic.twitter.com/fZQtDlEYic";;;#Ironore #China;"1159719312141246464";https://twitter.com/C_Barraud/status/1159719312141246464
Trading_Eye;2019-08-08 23:49;0;5;"#ironore down over 3% Shorted $ FMG at 735";;;#ironore;"1159658019526856704";https://twitter.com/Trading_Eye/status/1159658019526856704
Ironninja1116;2019-08-08 23:23;0;1;"@donut_lobster Just wanna remind you that YOU made this decision to change your Minecraft skin. pic.twitter.com/qkrR2VVExh";;@donut_lobster;;"1159651470268088321";https://twitter.com/Ironninja1116/status/1159651470268088321
vishakha_lion;2019-08-08 22:39;0;0;"China's commodity importers have been hit by the yuan devaluation with many deferring purchases as dollar-denominated trades become more expensive hitting oil, #iron ore, #coal , natural gas and agricultural products http:// ow.ly/wHA530pk0hi";;;#iron #coal;"1159640226630950912";https://twitter.com/vishakha_lion/status/1159640226630950912
StatsSA;2019-08-08 06:44;8;8;"South African #mining production increased by 3,5% in Q2: 2019 compared with Q1: 2019. Iron ore , manganese, and coal were the largest contributors to growth #StatsSA Listen here for more: http:// bit.ly/2M7iWNE pic.twitter.com/AAdLIL7u7l";;;#mining #StatsSA;"1159399875227934720";https://twitter.com/StatsSA/status/1159399875227934720
sunchartist;2019-08-08 05:56;0;6;"Metals 1) DCE Iron ore 636 seems first key target pic.twitter.com/Erg0jjGYDt";;;;"1159387776585875456";https://twitter.com/sunchartist/status/1159387776585875456
Rafaley;2019-08-08 03:47;1;9;"I agree, Zanaga must be ready for release. A recipe for success. #zioc @Zanaga_ Iron_Ore https:// twitter.com/Sidneysideline /status/1159158786189418499 …";;@Zanaga_;#zioc;"1159355493250416640";https://twitter.com/Rafaley/status/1159355493250416640
MinorMinerLSE;2019-08-08 03:15;3;18;"“He makes us all feel comfortable,” said Mr Glasenberg, who has placed his faith in Mr Freyberg... It was Peter Freyberg who bought into the giant, high grade #Zanaga #ironore deposit when at Xstrata. Now the #Glencore asset is primed for development with JV partner #ZIOC . pic.twitter.com/Pxs8Ua8arJ";;;#Zanaga #ironore #Glencore #ZIOC;"1159347465465868292";https://twitter.com/MinorMinerLSE/status/1159347465465868292
shoot_da_spruik;2019-08-07 19:15;0;3;"one month chart for iron ore pic.twitter.com/0zs9me9bNW";;;;"1159226643489050625";https://twitter.com/shoot_da_spruik/status/1159226643489050625
YuanTalks;2019-08-07 04:23;14;32;"#China ’s #IronOre futures close 5% down to the lowest in over 2 months, limit down intraday. #CrudeOil futures down 2.4%. pic.twitter.com/m7ceLU9xia";;;#China #IronOre #CrudeOil;"1159002211952709634";https://twitter.com/YuanTalks/status/1159002211952709634
FabreJrme1;2019-08-07 02:49;1;1;"And you know what? The iron ore sell off has only just started pic.twitter.com/ImleZK1yQu";;;;"1158978370035691520";https://twitter.com/FabreJrme1/status/1158978370035691520
MinorMinerLSE;2019-08-06 17:31;4;13;"Makes you wonder what #Glencore is going to focus on... #ZIOC #Zanaga #ironore https://www. ft.com/content/8cd1fd 7a-b86c-11e9-96bd-8e884d3ea203#myft:my-news:page … pic.twitter.com/iOr0wvgy2Q";;;#Glencore #ZIOC #Zanaga #ironore #myft;"1158838135188537346";https://twitter.com/MinorMinerLSE/status/1158838135188537346
DevelopmentPk;2019-08-09 15:04;9;55;"The steel mill is projected to have a capacity of 1 million ton. “The existing deposits of iron ore are enough to last for 50-60 years. Besides, the coal that would be used by the steel mill has also been measured by conducting a feasibility study,” he said";;;;"1159888156617007105";https://twitter.com/DevelopmentPk/status/1159888156617007105
mag_nota;2019-08-09 04:04;0;0;"Iron ore price set for biggest weekly fall in 18 months http:// bit.ly/advideoz2 #shop : http:// bit.ly/2ZmKktY pic.twitter.com/tJtz80IFUd";;;#shop;"1159722173826830336";https://twitter.com/mag_nota/status/1159722173826830336
sunchartist;2019-08-09 01:21;5;15;"Crikey DCE Iron ore -4.44% (in Cantonese sounds like die die die) Steel Rebar -2.75%";;;;"1159681113645711360";https://twitter.com/sunchartist/status/1159681113645711360
mithun1500;2019-08-08 21:27;1;0;"Odisha iron ore auction may get only a tepid response. #JSE #Media HBL https://www. thehindubusinessline.com/todays-paper/t p-others/tp-states/article28920111.ece … pic.twitter.com/lguFkCV33l";;;#JSE #Media;"1159622095501836288";https://twitter.com/mithun1500/status/1159622095501836288
AmberMining;2019-08-08 21:00;2;0;"China's commodity importers have been hit by the yuan devaluation with many deferring purchases as dollar-denominated trades become more expensive hitting oil, #iron ore, #coal , natural gas and agricultural products http:// ow.ly/wHA530pk0hi";;;#iron #coal;"1159615354706046976";https://twitter.com/AmberMining/status/1159615354706046976
Iron_OreA1;2019-08-08 18:13;0;27;"Keep up the good work";;;;"1159573336403456005";https://twitter.com/Iron_OreA1/status/1159573336403456005
Stratfor;2019-08-08 17:45;11;18;"" #Pakistan possesses large deposits of gold, copper, chromite, bauxite, iron ore , rubies, emeralds, topaz, mineral salt and coal, many of which are — like #RekoDiq — located in #Balochistan , Pakistan's largest province." http:// ow.ly/azSm50vrVmT pic.twitter.com/UofaV5aVuR";;;#Pakistan #RekoDiq #Balochistan;"1159566220179517446";https://twitter.com/Stratfor/status/1159566220179517446
lubiephil;2019-08-08 10:12;0;2;"Can attest lol. Iron ore processing plant 0 Finnish build quality 1";;;;"1159452323757772800";https://twitter.com/lubiephil/status/1159452323757772800
ClydeCommods;2019-08-08 02:38;10;8;"China's imports of major #commodities rebounded in July, confounding fears of #tradewar weakness. Lower prices for #crude , #LNG , #coal , #copper likely helped, but overall picture is one of resilience. #China #OOTT #metals #ironore #steel https:// in.reuters.com/article/column -russell-commodities-china/column-chinas-commodity-imports-surge-confound-trade-war-fears-russell-idINL4N2541J6 … pic.twitter.com/tZeZfTwP75";;;#commodities #tradewar #crude #LNG #coal #copper #China #OOTT #metals #ironore #steel;"1159338069230792707";https://twitter.com/ClydeCommods/status/1159338069230792707
CallamPickering;2019-08-08 01:08;3;6;"Although iron ore prices surged this year, most Aussie miners never got to take advantage of them (Average export price < spot price). And with prices since tumbling recently they probably never will. pic.twitter.com/JKwsmS2KYI";;;;"1159315334236495873";https://twitter.com/CallamPickering/status/1159315334236495873
benwyatt;2019-08-07 20:22;8;40;"The reason the WA Govt has not done what some (ie, the WA Liberals) have been demanding by spending any assumed revenue from recent iron ore price highs is now plain for all to see - fallen from $US121 on 31 July to $US93 today - so a fall of $US28 or almost 25% in 8 days.";;;;"1159243346411319296";https://twitter.com/benwyatt/status/1159243346411319296
Iron_OreA1;2019-08-07 08:45;0;1;"Iwobi is £40m and no less. pic.twitter.com/9lp0LBIeJ8";;;;"1159068111603208194";https://twitter.com/Iron_OreA1/status/1159068111603208194
Scutty;2019-08-07 08:08;13;18;"Iron ore poleaxed again. MBIOI-58 -5% to $82.00 MBIOI-62 -4.3% to $93.31 MBIOI-65-BZ -5.9% to $100.40 All 3 grades now down >24% from the recent highs. Dalian iron ore also slumped 5.4% to ¥660.5 during the session. https://www. smh.com.au/business/marke ts/iron-ore-prices-enter-a-bear-market-20190807-p52enj.html … pic.twitter.com/YeFdMnHy8r";;;;"1159058646363340805";https://twitter.com/Scutty/status/1159058646363340805
AvidCommentator;2019-08-07 05:02;5;40;"How long will it take for ScoMo & Frydenberg to finally admit the possibility of a surplus is doneski? - Iron ore is down $30 a ton in the last 7 days - Construction PMI in deep recession territory (projecting 100k lost jobs) - Retail is in 'recession' S.N.A.F.U";;;;"1159012040431640577";https://twitter.com/AvidCommentator/status/1159012040431640577
Cyclops_Trader;2019-08-07 02:32;1;11;"#ironore down 5% almost limit down";;;#ironore;"1158974229653491712";https://twitter.com/Cyclops_Trader/status/1158974229653491712
ASX1500;2019-08-07 01:20;0;4;"Iron ore having a chuck on the Daly Cherry Evans exchange. These markets are having a true risk off move-AUD-Oil-rates. Short interest near all time lows it could be messy. pic.twitter.com/kHPApCbbpZ";;;;"1158956075422343169";https://twitter.com/ASX1500/status/1158956075422343169
sunchartist;2019-08-07 01:01;4;23;"DCE Iron ore futures -4.37% official bear market territory";;;;"1158951233018687490";https://twitter.com/sunchartist/status/1158951233018687490
ceciliavdm;2019-08-06 20:59;1;10;"What am I doing in the Pilbara? Looking at stuff like this and coming up with upgrades to squeeze more saleable iron ore product out of it. #mining #engineering #australia #WomensMonth2019 pic.twitter.com/RPt1FoLENX";;;#mining #engineering #australia #WomensMonth2019;"1158890387966087168";https://twitter.com/ceciliavdm/status/1158890387966087168
stratosmining;2019-08-06 14:55;0;1;"Guinea extends deadline to bid for vacant blocks of giant Simandou iron ore deposit https://www. mining.com/guinea-extends -deadline-to-bid-for-vacant-blocks-of-giant-simandou-iron-ore-deposit/ … #Mining #miningnews pic.twitter.com/Qbxe6xz8WF";;;#Mining #miningnews;"1158798742256066565";https://twitter.com/stratosmining/status/1158798742256066565
uaopen4business;2019-08-08 16:55;0;0;"UKRAINE BOOSTS IMPORTS OF IRON ORE BY THREE TIMES IN 7 MONTHS https:// open4business.com.ua/ukraine-boosts -imports-of-iron-ore-by-three-times-in-7-months/ … pic.twitter.com/TWSDru448t";;;;"1159553703390711816";https://twitter.com/uaopen4business/status/1159553703390711816
nk_markov;2019-08-08 14:43;0;0;"Produce larger quantities of high-grade iron ore to metallurgical factories\! pic.twitter.com/kR7DK7Rn0g";;;;"1159520415313739777";https://twitter.com/nk_markov/status/1159520415313739777
BloombergTV;2019-08-08 13:51;3;3;"Jean-Sebastien Jacques, Rio Tinto CEO, discusses what the tumble in iron ore prices mean for his business with @FerroTV https:// bloom.bg/2yHMRDx pic.twitter.com/OSKMNjGXVE";;@FerroTV;;"1159507506563112962";https://twitter.com/BloombergTV/status/1159507506563112962
motorcymick;2019-08-08 05:08;8;20;"Was in the Pilbara during the start of the Gulf War. The mine ( iron ore ) beefed up security That's the mentality we are dealing with in Australia National security, intelligence agencies, the military, police, all love the war drama Whatever it costs the Australian people";;;;"1159375796848357376";https://twitter.com/motorcymick/status/1159375796848357376
MinorMinerLSE;2019-08-08 03:15;3;19;"Xstrata Coal CEO Peter Freyberg said: "Our decision to () to acquire () the Zanaga Project enables () our strategy to build a meaningful iron ore business over the medium term. $300m spent since and #Zanaga is permission and development primed. #ZIOC https://www. investegate.co.uk/zanaga-iron-or e/rns/xstrata-exercises-option-over/201102080700158350A/ …";;;#Zanaga #ZIOC;"1159347468158590976";https://twitter.com/MinorMinerLSE/status/1159347468158590976
EnglistA;2019-08-08 01:20;0;0;"Trade war pulls lead indicators of copper and iron ore ... - Daily Maverick http:// twib.in/l/8LdAz4Kq9Mpq via @EnglistA #英会話 pic.twitter.com/gVq1W4TPnQ";;@EnglistA;#;"1159318351933558784";https://twitter.com/EnglistA/status/1159318351933558784
DailyLafayette;2019-08-07 20:41;0;0;""We Only Needed A Trigger" - Iron Ore Plunges Into Bear Market, Weak Demand Outlook https:// ift.tt/2ZIBBCS #honkhonk pic.twitter.com/suDvPhgu9F";;;#honkhonk;"1159248283535118336";https://twitter.com/DailyLafayette/status/1159248283535118336
karun_f7;2019-08-07 08:32;0;0;"Dalian #ironore slumped, Jan 2020 contract off another 5.3% to ¥660 during the session on 07th August, 2018. pic.twitter.com/Lmc7vJ0FKx";;;#ironore;"1159064745527300101";https://twitter.com/karun_f7/status/1159064745527300101
karun_f7;2019-08-07 08:27;1;9;"#MBIOI the spot price for benchmark Fe 62% #Ironore fines continued to retreat 4.30% to $93.31 a tonne cfr #Qingdao on 07th Aug, Price descent persists amid very limited buying interest among steel mills.";;;#MBIOI #Ironore #Qingdao;"1159063417686093825";https://twitter.com/karun_f7/status/1159063417686093825
Jenifer_Baxter;2019-08-07 08:00;4;11;"This Science Briefing Paper on decarbonising metals from @BritGeoSurvey is really good. This gem: In 2017 - the global mining industry produced about 3.53 billion tonnes of primary metal/ of which 3.33 billion tonnes was iron ore . (94%) WOW! Worth a read. https://www. bgs.ac.uk/downloads/star t.cfm?id=3559 …";;@BritGeoSurvey;;"1159056644078231552";https://twitter.com/Jenifer_Baxter/status/1159056644078231552
ralph_whitbeck;2019-08-07 07:01;0;9;"You get iron ore with a stone Pic and put it into a furnace";;;;"1159041812541136896";https://twitter.com/ralph_whitbeck/status/1159041812541136896
jmhamiltonblog;2019-08-07 06:45;1;2;". @bsurveillance @flacqua @tomkeene @vivianahurtado Iron ore goes into a free fall ... as the trade war continues. pic.twitter.com/fdfhfszgWb";;@bsurveillance @flacqua @tomkeene @vivianahurtado;;"1159037865596207105";https://twitter.com/jmhamiltonblog/status/1159037865596207105
hjesanderson;2019-08-07 04:10;6;12;""Unfortunately we don't have iron ore ," Glencore's CFO Steve Kalmin says. Hard to imagine iron ore would be the star commodity performer in 2019 and #cobalt used in EVs so bad. Don't bet against the old economy just yet.";;;#cobalt;"1158998763991687169";https://twitter.com/hjesanderson/status/1158998763991687169
mj_wash;2019-08-07 03:58;0;1;"Mt Gibson Iron chief Peter Kerr says company is focused on high-grade iron ore production from Koolan Island $ MGX @Paydirt_Media @diggersndealers pic.twitter.com/p2gB5ctgjh – bei Diggers N Dealers";;@Paydirt_Media @diggersndealers;;"1158995692494344192";https://twitter.com/mj_wash/status/1158995692494344192
CommSec;2019-08-07 02:55;2;4;"Fortescue $ FMG is one of the main weights on the market Wednesday with its shares down 3.6%. The iron ore has slumped by 19% in a week #ausbiz";;;#ausbiz;"1158979896686698498";https://twitter.com/CommSec/status/1158979896686698498
andrewfrae;2019-08-06 20:47;0;1;"To be fair, maybe he's yet to locate iron ore to combine with his coal lumps. pic.twitter.com/UXfzMqLCaC";;;;"1158887372420857857";https://twitter.com/andrewfrae/status/1158887372420857857
kallanish;2019-08-06 13:25;1;1;"Colombian #Steel / iron ore #exports drop in June https:// kallanish.com/en/steel-news/ kallanish-steel-live/ … #KallanLIVE #hotoffthepress pic.twitter.com/dKJg8PV1wO";;;#Steel #exports #KallanLIVE #hotoffthepress;"1158775992246104064";https://twitter.com/kallanish/status/1158775992246104064
Campbell98S;2019-08-06 12:57;0;1;"With iron ore down, does that mean the Libs #fubar surplus won't be a thing?";;;#fubar;"1158768972709294081";https://twitter.com/Campbell98S/status/1158768972709294081
CeciliaJamasmie;2019-08-06 11:57;0;0;"Guinea extends deadline to bid for vacant blocks of giant Simandou iron ore deposit http:// dlvr.it/R9mSKW pic.twitter.com/aTADQJnumn";;;;"1158754010318266370";https://twitter.com/CeciliaJamasmie/status/1158754010318266370
Scutty;2019-08-06 08:19;17;31;"Kaboom! Iron ore hit again. MBIOI-58 -1.8% to $86.34 MBIOI-62 -3% to $97.55 MBIOI-65-BZ -3.4% to $106.70 Now down 20.4%, 22.4% and 19.8% respectively from the recent cyclical highs #bearmarket pic.twitter.com/pyE0c7LSWP";;;#bearmarket;"1158699011156652037";https://twitter.com/Scutty/status/1158699011156652037
business;2019-08-05 23:54;23;51;"Iron ore collapses into a bear market https:// bloom.bg/2Kumy9u";;;;"1158572033103585282";https://twitter.com/business/status/1158572033103585282
swrighteconomy;2019-08-05 21:31;22;42;"Iron ore miners getting hit ... On July 3, Fortescue was $9.40 - today $6.72. BHP was $42.08, now $36.45. Rio was $107.05, now $89.37.";;;;"1158536089809776640";https://twitter.com/swrighteconomy/status/1158536089809776640
zerohedge;2019-08-05 21:17;38;111;"IRON ORE FUTURES EXTEND COLLAPSE, SLUMP 3.3% TO $92.60/TON";;;;"1158532515881263104";https://twitter.com/zerohedge/status/1158532515881263104
Scutty;2019-08-05 08:06;23;50;"Iron ore walloped again, especially lower grades. MBIOI-58 -15.9% to $87.88 MBIOI-62 -6.7% to $100.56 MBIOI-65-BZ -6.5% to $110.50 The decline for 58% fines was the largest since daily spot pricing began in 2013. All 3 grades sit at multi-month lows. pic.twitter.com/yhPmshK754";;;;"1158333499394252801";https://twitter.com/Scutty/status/1158333499394252801
TheKouk;2019-08-05 04:02;11;20;"It does look like the unsustainable rise in iron ore prices was, well, unsustainable. Vale production is coming back & in a win for economics, rising supply relative to a given level of demand = lower prices How low will it go?";;;;"1158272073854144513";https://twitter.com/TheKouk/status/1158272073854144513
sunchartist;2019-08-05 03:42;18;31;"SGX IRON ORE -8.40% pic.twitter.com/jUGve6dgpB";;;;"1158266956954267648";https://twitter.com/sunchartist/status/1158266956954267648
business;2019-08-05 01:18;35;41;"Iron ore futures collapse back below $100 as rout gathers pace https:// bloom.bg/2yCnao3 pic.twitter.com/1sN0rTB3Sg";;;;"1158230656670998529";https://twitter.com/business/status/1158230656670998529
davidshapiro61;2019-08-05 00:18;128;200;"Shock of the day: Rand at 14.86 to dollar. China halts US agriculture imports. Equity markets tumbling - S&P500 futures down over 1%. To add to out woes iron ore price collapsing. Now below $100 on increasing supplies from Brazil and easing Chinese demand. Manic Monday.";;;;"1158215749774848005";https://twitter.com/davidshapiro61/status/1158215749774848005
Jill_hubley;2019-08-03 21:49;22;82;"movement of grain, flour, iron ore , corn, and oats on the great lakes. the maps with red are from 1909, the ones with green from 1923 pic.twitter.com/xep5CgDWM6";;;;"1157815872385245189";https://twitter.com/Jill_hubley/status/1157815872385245189
OmasoroO;2019-08-03 06:43;326;587;"African Natural Resources and Mines signed a deal with Nigeria to invest $600million in iron ore and steel production. Their plant will also generate enough heat that will produce 34mw electricity,and supply from their kaduna plant. This is a major boost to our steel production. pic.twitter.com/C5gu9P8cJs";;;;"1157587693167157248";https://twitter.com/OmasoroO/status/1157587693167157248
Ashi_IndiaToday;2019-08-02 00:34;1079;1018;"#AndhraPradesh IFS officer Kallol Biswas who had earned fame after serving notices to Bellary mining king #GaliJanardhanReddy for alleged "irregularities" done by his Obulapuram Mining Corporation and encroaching forest land for illegal iron ore mining sacked by the centre. pic.twitter.com/w0VTC9TiEJ";;;#AndhraPradesh #GaliJanardhanReddy;"1157132619840020481";https://twitter.com/Ashi_IndiaToday/status/1157132619840020481
Condor_Law;2019-08-01 01:03;63;62;"Since 2013, #Soros has spent $41.9 million financing #OpenBorders #NGOs & Liberal protest groups. He is currently sued by the state of Israel for $10 billion for orchestrating the African country of Guinea’s freezing of Israeli iron ore mining contracts! https://www. lifesitenews.com/news/billionai re-leftist-soros-pouring-more-money-into-lobbying-efforts …";;;#Soros #OpenBorders #NGOs;"1156777380288978944";https://twitter.com/Condor_Law/status/1156777380288978944
PaulBassat;2019-07-31 23:18;22;124;"Our 3 largest exports are iron ore , coal & education All 3 have a single point of failure: Iron ore : fall in price of iron ore Coal: fall in price of coal (coking & thermal) Education: Chinese Govt discouraging students from coming here We need to urgently diversify our economy";;;;"1156750938381549568";https://twitter.com/PaulBassat/status/1156750938381549568
NatashaAkpoti;2019-07-31 17:15;35;120;"Kogi has 32 out of Nigeria’s 54 Solid Minerals & d host to Ajaokuta steel & Itakpe Iron Ore complexes. Why isn’t any of Kogi’s senators especially Central chairing Committee on Solid Minerals, Mines & Steel? Is Steel too complicated?";;;;"1156659736416116736";https://twitter.com/NatashaAkpoti/status/1156659736416116736
Semilocon;2019-07-31 15:52;0;2;"Ich hab dann gegoogelt und gefunden, dass der Schmied Iron Ore verkauft :D Alles gut!";;;;"1156638675872223233";https://twitter.com/Semilocon/status/1156638675872223233
philipomariga;2019-07-30 09:17;16;26;"Everything has its limit – iron ore cannot be educated into gold. . . Get high on #caffeine and get back to #work";;;#caffeine #work;"1156176944016306176";https://twitter.com/philipomariga/status/1156176944016306176
TheKouk;2019-07-28 18:10;471;1166;"Iron ore still around US$120 a tonne. If only we still had the mining super profits tax, there would be several billion flowing into the govt to fund, say, a rise in Newstart?";;;;"1155586246762045440";https://twitter.com/TheKouk/status/1155586246762045440
startupafrimag;2019-07-26 05:10;31;59;"Nigeria is rich in iron ore , yet spends N887b importing steel, metal, aluminum & other derivatives for construction and industries. Two Nigerian banks have agreed to invest $600 million into a steel plant in Kaduna that will employ 3,500 staff and start a revolution in steel. pic.twitter.com/Zbvhx34TIB";;;;"1154665196771844096";https://twitter.com/startupafrimag/status/1154665196771844096
Lazola_Ndamase;2019-07-25 17:51;18;35;"We have 80% of the worlds Platinum & there are no substitutes. We have Manganese, Iron Ore , etc, yet we behave as if Rupert & them have their arses bathed with milk https:// twitter.com/sgoqi/status/1 154493957340106759 …";;;;"1154494372223864833";https://twitter.com/Lazola_Ndamase/status/1154494372223864833
SalopianLyne;2019-07-25 15:15;5;39;"#WagonPics No.490 : 76 Tonne Iron Ore Tippler wagon BSSW26576 built by Redpath Dorman Long, Middlesbrough in 1974 for British Steel for Port Talbot to Llanwern ore trains. TOPS code JUA & Orange/Blue livery at Cardiff Central 18/6/92 #BritishSteel #Railfreight #trainspotting pic.twitter.com/Fqb5QJbUeB";;;#WagonPics #BritishSteel #Railfreight #trainspotting;"1154455212448522240";https://twitter.com/SalopianLyne/status/1154455212448522240
business;2019-07-25 08:39;4;17;"The mining industry is starting to split on who bears responsibility for all the carbon emissions caused by smelting iron ore into steel https:// bloom.bg/2YjFj4m pic.twitter.com/WOxfyuk9Ja";;;;"1154355596990275585";https://twitter.com/business/status/1154355596990275585
business;2019-07-25 07:35;8;16;"Anglo American plans to buy back up to $1 billion of shares after the diversified miner reaped bumper profits from its iron ore business https:// bloom.bg/2YjXG96";;;;"1154339284259917824";https://twitter.com/business/status/1154339284259917824
Sidneysideline;2019-07-24 06:36;4;11;"Zanaga is an absolute beast of a resource... Some investors think Glencore aren’t interested in developing it. Idiots!!! This will be the jewel in Glencore’s iron ore crown... decades of regular profit. Once the Chinese PV partner is announced it will be full steam ahead. #zioc https:// twitter.com/MinorMinerLSE/ status/1153948503170854914 …";;;#zioc;"1153962265487560704";https://twitter.com/Sidneysideline/status/1153962265487560704
DrOlusesan;2019-07-24 02:44;143;296;"@fkeyamo bar mates spoke about how his career was deemed a mess by those who had it good from start. What u see today is d stainless steel iron ore becomes, after facing senseless heating, in a furnace. Wipe your tears this morning & keep soldiering on. Your story shall end well. pic.twitter.com/0s9Y23HM2O";;@fkeyamo;;"1153903654363119618";https://twitter.com/DrOlusesan/status/1153903654363119618
