,date,text,VADER score
43,2019-09-14 07:18:00,2-Will the attacks lead to lower crude oil exports? We do not know at this stage. Will they lower production? We do not know either. What do we know? Majority of Saudi oil exports goes through Abqaiq facilities. pic.twitter.com/dQ1iGELOrw,-0.8895
44,2019-09-15 11:52:00,"I think we might be able to tell who is long"" crude oil & refined products by their erudite and thoughtful discussion of the Saudi news & its implications going forward . #OOTT Meanwhile, ""short"" oil traders hurl drink-sloshing expletives & squeal like pigs caught under a gate.""",0.1027
45,2019-09-15 09:32:00,"The stream of crude oil that comes out of wells in Saudi Arabia is mixed with gaseous hydrocarbons like methane, butane and propane, liquid condensates. crude oil , water, and contaminants such as salts, sulfur, and sand. It cannot be refined into gasoline as is. ((Thread)",-0.5994
46,2019-09-14 04:53:00,Saudi Aramco fire: Drones attack world's largest oil processing factory in Saudi https://www. livemint.com/news/world/sau di-aramco-fire-explosion-at-largest-crude-oil-stabilization-plant-says-report-1568432885559.html …,-0.6705
47,2019-09-14 01:10:00,Fire at Saudi Aramco's largest crude oil stabilization plant https://www. livemint.com/news/world/sau di-aramco-fire-explosion-at-largest-crude-oil-stabilization-plant-says-report-1568432885559.html …,-0.7269
48,2019-09-14 12:07:00,"U.S. Gross Oil Total Imports and Exports of Crude Oil The U.S. has surpassed Russia and Saudi Arabia, and is the world's biggest oil producer https://www. isabelnet.com/?s=oil h/t @PictetWM #oilprice #wti #crudeoil #oilandgas #brent #OPEC #oott #Russia #SaudiArabia pic.twitter.com/PFHJ1E1GR1",-0.7783
49,2019-09-14 09:50:00,"Night time footage from social media showed flames and thick clouds of smoke rising from Abqaiq, Saudi Arabia's largest crude oil processing plant https:// nyti.ms/2AjH4EY",-0.5719
50,2019-09-09 10:10:00,Crude oil on the rise today after Saudi Arabia signals OPEC supply cuts will continue under new Energy Minister Prince Abdulaziz bin Salman pic.twitter.com/1xqAGyrk6O,-0.5859
53,2019-09-05 09:33:00,"SAUDI ARABIA SETS OCT ARAB LIGHT CRUDE OIL OFFICIAL SELLING PRICE TO ASIA AT PLUS $2.30 VERSUS OMAN/DUBAI AVERAGE, UP 60 CENTS A BARREL FROM SEPT - ARAMCO SAUDI ARABIA SETS SEPT LIGHT CRUDE OIL OSP TO UNITED STATES AT PLUS $2.95 A BARREL VERSUS ASCI, UP $0.10 FROM SEPT - ARAMCO",-0.7456
54,2019-09-01 00:04:00,#السعودية إنتاج النفط الخام في السعودية منذ اكتشافه وحتى الآن. #النفط Saudi crude oil production since discovery #oil #SaudiArabia pic.twitter.com/cjEbIVKAkS,-0.5719
55,2019-08-21 10:18:00,Crude Oil getting a boost this morning from a larger-than-expected drawdown in U.S. stockpiles and lower Saudi Arabian exports pic.twitter.com/RDkruiQ7NL,-0.4939
56,2019-08-19 01:06:00,"Crude oil prices climb after Saudi oilfield attack, but recession worries drag. https://www. timesnownews.com/business-econo my/world-news/article/crude-oil-prices-climb-after-saudi-oilfield-attack-but-recession-worries-drag/471312 …",-0.9209
59,2019-08-13 11:27:00,"Trump is quicker on whatever it takes"" for the S&P500 than Saudi Arabia for the price of crude oil .""",-0.5719
60,2019-09-09 01:49:00,Brent + WTI net long positions unchanged week ending August 30. Long positions rose +4 mmb vs -1 previous week but shorts increased +4 vs -15. All of net long increase (+18 mmb) was Brent & all decrease (-18 mmb) was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/h69T7xxumb,0.6808
61,2019-09-09 01:49:00,Brent + WTI net long positions unchanged week ending August 30. Long positions rose +4 mmb vs -1 previous week but shorts increased +4 vs -15. All of net long increase (+18 mmb) was Brent & all decrease (-18 mmb) was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/h69T7xxumb,0.6808
62,2019-09-06 08:18:00,"Oil steadies, set for weekly gain amid hopes for end to US-China trade war -- Brent heading for a fourth weekly gain at $60.92 -- WTI on track for a second weekly increase at $56.20",0.7906
63,2019-09-01 08:39:00,#WTI crude #oil was sold following the Chinese tariff on US oil import announcement with longs being cut while fresh shorts were added. #Brent longs meanwhile saw a small 2% increase with both long and short sellers increasing their exposure #OOTT pic.twitter.com/QSffwv6dvl,-0.29600000000000004
64,2019-09-15 03:09:00,This #oil price poll from @anasalhajji says it all. We simply don't know. Specs added the most length ( Brent +WTI) in more than a year last Tuesday on ABS hopes. Only to be reduced ahead of the weekend following IEA's supply glut comments. #OOTT https:// twitter.com/anasalhajji/st atus/1173020656914587649 …,0.4215
65,2019-09-14 12:07:00,"U.S. Gross Oil Total Imports and Exports of Crude Oil The U.S. has surpassed Russia and Saudi Arabia, and is the world's biggest oil producer https://www. isabelnet.com/?s=oil h/t @PictetWM #oilprice #wti #crudeoil #oilandgas #brent #OPEC #oott #Russia #SaudiArabia pic.twitter.com/PFHJ1E1GR1",-0.7783
66,2019-09-12 10:46:00,OECD minus U.S. comparative inventory is more negative now than in Sept 2018 but Brent price is -$21.99 (27%) lower. This is a measure of how much markets have devalued oil price in the last year. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/qr58nSUfc0,-0.6482
67,2019-08-31 11:52:00,I am bc crude is undervalued rel to S&D. US/Eur crude stocks under last yr adj for reqd infrastructure stks yet $15 lower Brent price. Just worried about paper supply bc poor macro outlook. But always worried. #OOTT #OPEC #oilprice https:// twitter.com/yirentianxia/s tatus/1167810797881483264 …,-0.8674
68,2019-09-09 01:49:00,Brent + WTI net long positions unchanged week ending August 30. Long positions rose +4 mmb vs -1 previous week but shorts increased +4 vs -15. All of net long increase (+18 mmb) was Brent & all decrease (-18 mmb) was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/h69T7xxumb,0.6808
69,2019-09-05 13:00:00,- EIA crude oil inventories are at 2015 level now. The lowest level since October 2018. The decrease from the peak in 2019 is about 62 mb Crude: -4.771 mb Gasoline: -2.396 mb Distillate: -2.538 mb Now check this old tweet: we are at 423 mb https:// twitter.com/anasalhajji/st atus/1148785695298899968 … pic.twitter.com/4jUroO48gB,-0.875
70,2019-09-05 01:08:00,"#CrudeOil inventories in the United States rose by 401,000 barrels in the week ended Aug. 30 to 429.1 million, compared with analysts’ expectations for a decrease of 2.5 million barrels. @EIAgov @APIenergy",0.4215
71,2019-08-28 11:44:00,This large decrease in inventories happened despite a decline in crude oil inputs to refineries by more than 2 mb. Most of the decline was caused by major decline in imports and large increase in consumption ( first week of school in many states),0.6483
72,2019-09-14 12:31:00,"“The production shutdown amounts to a loss of about five million barrels a day, the people said, roughly 5% of the world’s daily production of crude oil . The kingdom produces 9.8 million barrels a day.” Can an increase in oil prices compensate for this loss ? @summer_said https:// twitter.com/jmalsin/status /1172880234498187269 …",-0.7184
73,2019-09-09 01:49:00,Brent + WTI net long positions unchanged week ending August 30. Long positions rose +4 mmb vs -1 previous week but shorts increased +4 vs -15. All of net long increase (+18 mmb) was Brent & all decrease (-18 mmb) was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/h69T7xxumb,0.6808
74,2019-09-01 08:39:00,#WTI crude #oil was sold following the Chinese tariff on US oil import announcement with longs being cut while fresh shorts were added. #Brent longs meanwhile saw a small 2% increase with both long and short sellers increasing their exposure #OOTT pic.twitter.com/QSffwv6dvl,-0.29600000000000004
75,2019-08-28 11:44:00,This large decrease in inventories happened despite a decline in crude oil inputs to refineries by more than 2 mb. Most of the decline was caused by major decline in imports and large increase in consumption ( first week of school in many states),0.6483
76,2019-08-16 05:16:00,"Nigeria In Weaker Position To Defend Self Against Economic Shock - @MoodysInvSvc 's | Sahara Reporters The agency added that the falling prices of raw materials like crude oil , and weak investor confidence will increase the cost of borrowing... READ MORE: http:// bit.ly/2YPAcOg pic.twitter.com/DXcCADLjGw",-0.6808
77,2019-09-12 01:06:00,"Positive investor sentiment buoyed by higher international crude oil prices, progress on the FATF front, increase in urea prices and constitution of a stockbroker committee pushed the benchmark index upwards. https:// tribune.com.pk/story/2054170/ 2-market-watch-kse-100-rises-expectations-fatf-meeting/ …",0.6124
78,2019-09-16 02:20:00,"Brent #oil up almost 10%, after rising as much as 20%, after #SaudiArabia oil installation attack. pic.twitter.com/9soWZH5jlZ",-0.4767
79,2019-09-16 02:02:00,"This is going to hurt at the Petrol Pumps, soon...  #Brent crude surged the most on record after a drone strike on a Saudi Arabian oil facility removed about 5% of global supplies"" (Bloomberg) Spiked as high as $72...Analysts say we can see highs of up to $100. pic.twitter.com/aQROGZGdip""",-0.8225
85,2019-09-16 10:01:00,"The world oil benchmark price is Brent . Up 10.70% today - biggest one day rise since Jan 2009, and 10 biggest days in its 33-year history. • 3 dates in Aug 1990 - Jan 1991 was the Gulf War • 3 dates in 1998 was spiking volatility at the all-time lows (small absolute moves) pic.twitter.com/IOH0b2Qf6K",-0.6908
86,2019-09-16 02:37:00,"Global markets start the week on a slippery note as #oil jumps after Saudi facility attacks. Most of Asia and US stock futures fell while Gold & Yen, which are often considered haven assets during times of turmoil, edged up . Brent trades 10.7% higher. Gold >$1.5k, Bitcoin $10.3k. pic.twitter.com/XyRjlKsnVp",-0.5719
87,2019-09-16 15:45:00,"As I predicted the other night, Brent crude prices climbed 20% before giving up some gains as the market took note of emergency reserves held globally. Who benefits? SA & RU. https://www. wsj.com/articles/oil-s tockpiles-cap-price-surge-after-saudi-attack-11568635889 …",0.0258
88,2019-09-16 14:43:00,#Brent #oil now 15% up after #SaudiAramco states it could take weeks of even months before all output is restored. #SaudiArabia pic.twitter.com/4V8AwPTt9k,0.34
89,2019-09-12 03:26:00,"#ukog Kimmeridge test production reached a total of 36,559 barrels (bbl"") of dry Brent quality crude at a final metered rate of 313 bbl of oil per day (""bopd"") over the final 48 hour test period. Peak instantaneous rates of up to 374 bopd were recorded. Total to date 66,127 bbl pic.twitter.com/AMkBJCAwKv""",-0.5106
90,2019-09-04 01:56:00,"#Oil prices recovered some ground on Wednesday after touching their lowest in close to a month during the previous session on concerns that a weakening global economy could depress demand. #Brent crude was up 0.21%, at $58.38 a barrel by 0425 GMT. #Crude",-0.9062
92,2019-08-22 12:08:00,"#Shandong spot crude oil differentials to Ice Brent have leapt higher in response to tightening supply of medium sweet crude, 22 August | #ArgusOil #OOTT Catch up with our webinar: Illuminating the Shandong crude market, on demand: https:// okt.to/KYrxI9 | #ArgusOil #OOTT pic.twitter.com/fsDROHrOGp",-0.8625
93,2019-09-03 11:07:00,Commodities down in price : Aluminum (5); Aluminum Products (2); Caustic Soda; Corrugated Boxes (3); Natural Gas; Crude Oil ; Pulp; Steel (2); Steel— Hot Rolled; Steel Products* (8) Steel—Stainless.,-0.29600000000000004
94,2019-08-31 01:08:00,"Venezuela was entire depending on its oil wealth. Once crude oil price came down its revenue went down drastically, hence inflation",-0.128
95,2019-08-14 10:34:00,The crude #oil market has been left clueless as the price pump and dumps in response to shifting headlines. No doubt that demand is slowing but so is production. Opec production down 3.3m b/d since Nov while US production seems to have hit a plateau around 12.3m b/d #OOTT pic.twitter.com/hlQEeIXnKO,-0.7615
96,2019-09-17 07:27:00,"About 4-5 years back, Indian asset managers were praying for crude prices to rise. Oil and gas sector was driving the whole market down ...or such was the sentiment. Today, rise in the same crude oil price got the Sensex crashing down . ... and you thought markets are easy?",-0.128
97,2019-09-17 01:24:00,"Crude Oil price is already coming back down from not much of a rally on supply disruption. With Energy at only 4% of PCE, it’s hard to see how this event tips the US into a recession. https:// twitter.com/dwyerstrategy/ status/1173564237697945600 …",-0.8074
98,2019-09-16 10:34:00,"Older studies found that 80% of a change in Brent crude oil price is passed through"" to retail gasoline prices within 2-weeks. They also confirm asymmetric price movements = prices ""rocket"" up and come down like ""feathers""""",-0.29600000000000004
99,2019-09-20 10:01:00,Crude oil ticking higher in the premarket as it looks to close out a big week of gains pic.twitter.com/xBcmoDKtCf,-0.3182
100,2019-09-18 10:07:00,Refinery. Oil refining themed strategy game. Players collect the crude oil of different quality and deploy them among four surrounding factories for refinery and storage. Exporting the oils for benefits and constructing buildings to gain scores and additional abilities. pic.twitter.com/HMQMhfCvuz,0.5106
101,2019-09-19 11:11:00,General @MBuhari is going to increase the price of fuel soon. Whatever gains they are making from the increased price of crude oil in the wake of the Saudi drone attack is lost due to the increased cost of imported fuel. And what will Nigerians do? NOTHING!!! #CowardNigeria,-0.4724
103,2019-08-26 15:53:00,"Oil prices go up, alternative fuels gain interest. Oil prices go down, alternative fuel ideas go back on the shelf.... #Crudeoil #OOTT pic.twitter.com/xyzroZsB0B",0.7506
106,2019-08-14 00:50:00,"Oil prices fell on Wednesday after industry data showed U.S. crude inventories unexpectedly rose last week, erasing some gains from the last session that were stoked after Washington said it would delay tariffs on some Chinese goods. #commodities #CrudeOil",-0.5574
107,2019-09-15 07:45:00,"Oil set to jump after Saudi attack Fed set to cut rates again Central bank ‘Super Thursday’ Trade hopes Economic data, earnings https://www. investing.com/news/economy/e conomic-calendar--top-5-things-to-watch-this-week-1978166 …",-0.34
108,2019-09-12 05:05:00,"T. Boone Pickens, a celebrated corporate raider and energy industry magnate who built an empire out of an initial $2,500 investment, died on Wednesday at age 91. Here's a couple of his quotes that we enjoyed so we thought we'd share them with you. RIP. #TBoonePickens #Oil #OOTT pic.twitter.com/s0cG0ZcaIp",0.7717
109,2019-09-09 08:46:00,"#AnotherDayAnotherShekel Our Senior Analyst @JesseCohenInv gives us his 5 things to watch in the markets this Monday, including: - #Futures Edge Higher - China Exports Slump - Stimulus Hopes - New Saudi Oil Minister - #Brexit Headlines $ DIA $ SPY $ SPX $ ES_F $ QQQ $ NQ_F $ IWM $ VIX pic.twitter.com/mTrOTOUkDU",0.4215
110,2019-08-31 12:06:00,"Right now, discouraging economic data and negative indicators seem to be coming from everywhere. However, amidst all of this depressing news, the U.S. oil market is a bright spot. Here's why: https:// invst.ly/by1q5 #OOTT @EnergzdEconomy #Oil pic.twitter.com/BQpSXzuNch",-0.7717
111,2019-08-27 08:03:00,U.S. futures point lower U.S. consumer confidence expected to drop Oil rises as Iran backs away from talks For more news and to see and click the link below... https://www. investing.com/news/economy/t op-5-things-to-know-in-the-market-on-tuesday-1964081 …,-0.0516
112,2019-08-19 07:44:00,U.S.-China trade talks ‘positive’ Apple talk to Trump over tariffs Oil rises after attack on Saudi oilfield For more news and to see and click the link below... https://www. investing.com/news/forex-new s/top-5-things-to-know-in-the-market-on-monday-1958041 …,-0.4767
113,2019-08-14 07:32:00,Recession fears weighing on market sentiment Oil drops on unexpected inventory build Bonds yields point to recession For more news and to see and click the link below... https://www. investing.com/news/economy/t op-5-things-to-know-in-the-market-on-wednesday-1954601 …,-0.8126
114,2019-09-22 09:27:00,"SO THE BIGGEST AFRICAN EXPORT AFTER CRUDE OIL ,DAVIDO IS GOING TO HAVE A SCENE IN #ComingToAmerica2 ...what else do you want to say again DAVIDO HAS GONE TO FAR ,THEY BETTER CATCH UP oh..get ready for A GOOD TIME ALBUM",0.6841
119,2019-09-23 06:05:00,"When Petrol prices go up people should not use their private Cars then demand will go down...if people have no problem spending, it will go on rising.. When demand is low India will stop importing at the high crude oil pricing..In India for 1.3 Crore people we have 3 crore cars",-0.9169
120,2019-09-16 05:13:00,Markets today after #NirmalaSitharaman announced mega stimulus packages over the weekend: BSE Sensex crashes 270 points #Nifty down by over 80 points INR vs US Dollar at Rs.71.44 With crude oil prices shooting up by nearly 9% picture abhi baki hai! #HowdyModi ? pic.twitter.com/fEdTuBqMm9,-0.6114
122,2019-08-27 03:58:00,"Building our own oil refinery would cost us about Ksh 4 billion. Then we would be able to process our own crude oil without exporting. The BBI will consume twice the amount it requires to set up the refinery. The dams, NYS, etc had bigger budgets. We are actually able to develop.",-0.5719
125,2019-09-16 08:37:00,"Crude oil prices have gone up , Nigeria will make more money; but the Government will not tell us",-0.3291
127,2019-09-17 06:58:00,"One day, Reno Omokri who was among the media aid of President Jonathan said OBJ left reserve at $67B, unknown to him he was indicting his boss who left Nigeria reserve DEPLETED to $28B before leaving in 2015 despite selling crude oil HIGH . As at today Reserve is UP , around $45B. pic.twitter.com/0jl6HNinLH",0.4585
128,2019-09-16 12:45:00,Gear up for Crude Intraday call again with 1:3 RR.... #CrudeOil #INTRADAY,-0.5719
129,2019-09-18 13:50:00,"Fuel prices were hiked by up to 25 paise per litre on Wednesday, the largest single-day increase in almost three months, even as global oil markets were roiled from the attack on Saudi Arabia’s crude oil facilities. https:// thewire.in/economy/petrol -price-hiked-up-to-25-paise-turmoil-global-oil-markets …",-0.6705
130,2019-09-15 09:46:00,Pipelines can be repaired very quickly and lost throughout made up via use of DRAs. Backup power can be established quickly with mobile generators. GOSPs are a different story. Attack hit a jugular of Saudi crude oil system. Big escalation (Thread),-0.8542
131,2019-09-15 01:10:00,"Saudi Arabia will...maintain export levels...by supplying customers from stockpiles. Neighboring countries...will now pump as much as they can to make up for any losses from KSA."" --Julian Lee, Bloomberg https://www. bloomberg.com/news/articles/ 2019-09-14/attack-on-saudi-oil-plant-is-what-everyone-feared-oil-strategy … #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC""",-0.4019
132,2019-09-14 08:51:00,"Due to the insurance premiums being up for tankers picking up oil in the Middle East, there are fewer crude oil vessels on average, but they are larger instead. Though Saudi can ship out of storage, there may likely be a delay in case of extensive infrastructure damage. We’ll see",-0.8625
134,2019-09-10 08:29:00,Russia is set to lose the top spot as China's main #crudeoil supplier in the coming years to Saudi Arabia as it falls behind in ramping up its Far East exports. Our team reports from #PlattsAPPEC : http:// plts.co/FBly30pvCUP pic.twitter.com/reVdmjNd4A,-0.2263
135,2019-09-06 07:20:00,"Spain imported around 30,000 b/d of #Venezuela 's crude oil last month, up from 20,000 b/d in July, according to @ArgusMedia estimates. A further pair of cargoes from Venezuela are signalling arrival at Bilbao | #ArgusOil #OOTT For this and related news: https:// okt.to/Wcw8D0 pic.twitter.com/GuO4nm1daX",-0.5719
136,2019-09-05 04:38:00,"Crazy: North Sea #oil rigs proposed to be abandoned full of crude oil and #chemicals . The UK government, as @doug_parr says should not grant grubby favours and shortcuts to prop up a dying oil and gas industry."" But rather #ProtectTheOceans https://www. independent.co.uk/environment/no rth-sea-oil-rigs-abandoned-shell-environment-climate-pollution-greenpeace-a9091651.html … #OSPAR""",-0.7408
137,2019-09-02 13:11:00,"Isn't it crazy that all crude oil is just Ranch dressing that fell to the bottom of the sea, got trapped under many layers of sand and mud over millions of years, constantly heated and compressed, until it's finally dug up and used to keep our cars slippery? Science is so crazy.",-0.6159
138,2019-09-02 07:41:00,Indian economy remained largely stable due to the strong governance and policies of Dr. Manmohan Singh: We grew at 7.16% in 2008-09 & at 8.99% in 2009-10. When the crude oil prices shot up internationally it was the UPA government that kept them stable. #EconomyKhatreMeinHai,0.4588
140,2019-08-27 09:48:00,"The anti-pipeline movement is a farce....& a gift for the rail companies & their shareholders. Behold! A pipeline with 75,000 barrels of Canadian crude oil racing to global markets at 90 km/hour. Thanks for nothing @JustinTrudeau Hopefully Canada wakes up . #movingforward pic.twitter.com/zUKThbC2V2",-0.1154
142,2019-08-21 06:54:00,#UKOG #HORSEHILL Tanker just in to fill up with light sweet Kimmeridge crude oil . Then off to the refinary. Viva! pic.twitter.com/V5QjcEif3f,-0.2481
143,2019-08-20 12:12:00,Here's the pie breakdown that the CIPMA offered in lieu of: 48.8 cents Crude Oil 28.9 cents Wholesale Margin 6.3 cents Retail Margin 10 cents Fed. Excise Tax 14.7 cents ON Tax 14.4 cents GST/HST 4.4 cts Carbon Tax Gonna type this up in 72 font size & paste to my windshield,-0.5719
144,2019-08-19 12:32:00,you see ehnn DAVIDO is Nigeria biggest export in the last decade forget crude oil . DEAR DAVIDO all this shows are too much I can't even keep up again... pic.twitter.com/v7mIIKi3Vz,-0.3109
145,2019-08-18 15:00:00,"Hey @jkenney where is your magc were you not going to drive up the price of oil by increasing supply? You sure are no wizard. Crude Oil Price Outlook Bearish, Eyeing January Lows on Long Bets https://www. dailyfx.com/forex/technica l/article/fx_technical_weekly/2019/08/18/Crude-Oil-Price-Outlook-Bearish-Eyeing-January-Lows-on-Long-Bets.html …",-0.6597
146,2019-08-17 15:00:00,"Each year, we expose oceans to an increasing variety of pollutants — plastic debris, chemical runoff, crude oil and more. But it’s not too late to clean up our act. Share the dirty truth about ocean #pollution and make a difference. https:// ci-intl.org/2HaKg9L",0.4215
147,2019-08-16 09:17:00,#ukog #Horsehill A Tanker in this morning to fill up with crude oil . Pic by Jo. pic.twitter.com/lJM7XXdym4,-0.5719
148,2019-08-15 12:31:00,Every time I see Greta Tunafish in my timeline I feel the urge to light up a barrel of crude oil in my backyard https:// twitter.com/CHIMPSINSOCKS/ status/1161743612796968961 …,-0.5719
6,2019-09-16 09:31:00,Brent crude oil prices up more than $10 a barrel - about a fifth - after markets opening for first time since drone attack knocked out vast swathe of Saudi refining capacity... that is an extraordinary jump.,-0.7783
15,2019-09-16 09:31:00,"Saudi Aramco, the kingdom’s state-owned oil company, said that it had suspended production of 5.7m barrels of crude oil https:// econ.st/30lC5yi",-0.7783
16,2019-09-16 09:31:00,BREAKING: Crude oil prices jump 18 percent after attacks on Aramco installations cut Saudi oil output by half https://www. washingtonpost.com/news/business/ wp/2019/09/15/crude-prices-jump-18-percent-after-drone-strikes-halve-saudi-oil-output/ …,-0.8271
17,2019-09-16 09:31:00,"Wow. Brent crude oil showing up almost 20% on open. From $60 to $71 a barrel in blink of an eye, following the attacks in Saudi Arabia this weekend #OOTT pic.twitter.com/as2rqFqwbC",-0.4215
23,2019-09-16 09:31:00,US crude oil jumps 15% after drone strikes disrupt Saudi crude production https:// cnb.cx/2Ax4RBH,-0.872
24,2019-09-16 09:31:00,"BREAKING: Brent crude oil surges more than 17%, WTI crude oil surges more than 14% after attack on Saudi oil facility cut production over the weekend http:// cnbc.com/id/106130682 pic.twitter.com/DQWun1L6wO",-0.9118
29,2019-09-16 09:31:00,"Dear #MAGA , be sure to thank Trump for: - helping N. Korea improve its missiles - adding $2,000 per household in new tariff taced - robbing our military to build a wall Mexico should have - putting farmers on corporate welfare - and now raising gas prices https://www. cnbc.com/2019/09/15/us- crude-oil-jumps-15percent-after-drone-strikes-disrupt-saudi-crude-production.html …",0.8885
30,2019-09-16 09:31:00,"UPDATE, #Saudi and #Iran Tension • Trump : US “locked and loaded” • Crude oil prices 18% • NSC Meeting concluded • US released sat. images • Saudi hasn’t made official Accusation after Houthi claimed • Aramco fixing facilities https://www. thenational.ae/world/gcc/saud i-aramco-races-to-repair-oil-facility-after-attacks-cut-country-s-production-by-half-1.910497 …",-0.7906
36,2019-09-16 09:31:00,BREAKING: Trump warns U.S. is “locked and loaded” for a response to the “culprit” of this weekend’s attack on Saudi oil field http:// cnbc.com/id/106130682,-0.5423
51,2019-09-12 09:31:00,"Crude oil prices hover around $60 per barrel, but analysts say Saudi Arabia — the world's largest oil exporter — needs it to be at least $80 a barrel in order to balance the budget and prop up the crown prince's vision to diversify the kingdom's economy. https:// n.pr/34E6hrF",0.0387
57,2019-08-16 09:31:00,"Crude supplies of 500,000 b/d represents about 40% of Reliance's crude intake...although Saudi Aramco historically supplied 20% of Reliance's crude oil requirements."" FY2018-19 Saudi exported 40.33 million tons of crude to India, second to the 46.61 million tons sold by Iraq.""",-0.9413
58,2019-08-16 09:31:00,"Saudi Aramco buying 20 per cent stake in [Reliance's] oil-to-chemical (O2C) business...has an enterprise valuation of $75 billion as it will be accompanied with a deal to supply 500,000 barrels per day or 25 million tons a year of crude oil [to India]."" https:// timesofindia.indiatimes.com/business/india -business/saudi-arabia-to-regain-indias-top-oil-supplier-spot-after-reliance-deal/articleshow/70687727.cms …""",-0.5719
80,2019-09-16 09:31:00,* Oil Extends Gains After Trump Warns U.S. 'Locked and Loaded* *WTI Up 12% at $61.20 a Barrel * Brent Up 14% at $68.36 a Barrel,0.3612
81,2019-09-16 09:31:00,Brent crude oil up more than 17% after #SaudiArabia oil field attack https:// twitter.com/CNBCnow/status /1173357170697617408 …,-0.7783
82,2019-09-16 09:31:00,Brent crude oil prices up more than $10 a barrel - about a fifth - after markets opening for first time since drone attack knocked out vast swathe of Saudi refining capacity... that is an extraordinary jump.,-0.7783
83,2019-09-16 09:31:00,BREAKING: Brent crude up $10.94 (or 18%) to $71.16 a barrel as market opens in the wake of the Saudi attacks #OOTT #SaudiArabia #oil,-0.765
84,2019-09-16 09:31:00,"Wow. Brent crude oil showing up almost 20% on open. From $60 to $71 a barrel in blink of an eye, following the attacks in Saudi Arabia this weekend #OOTT pic.twitter.com/as2rqFqwbC",-0.4215
91,2019-08-28 09:31:00,"Hey @jkenney Oil investment going up , right? Oil prices going up right? We're going to boom again, right? We see Brent in the low $50s, and WTI in the high $40s, which is not an environment where there’s going to be much as much reinvestment"" https://www. cnbc.com/2019/08/27/the -us-is-about-to-send-a-lot-more-oil-into-an-oversupplied-market.html …""",-0.3899
102,2019-09-10 09:31:00,"NOW. Crude oil up over 2.5%. This is pushing up gains in the entire energy sector, and financial sector as well.. both over 1.75% each respectively.",0.29600000000000004
104,2019-08-19 09:31:00,"Crude oil prices rose on Monday following a weekend attack on a Saudi oil facility by Yemeni separatists, although price gains were capped by an unusually downbeat OPEC report that stoked concerns about demand growth. Brent crude was up 0.8%, at $59.09/bbl at 0035 GMT. #Brent",-0.7906
105,2019-08-15 09:31:00,-Asian equities declined over 1% after S&P 500 tumbles nearly 3% -Treasuries extended gains after 10-year rate slid below the two-year -Bonds climbed in Australia and New Zealand - Crude oil extended losses and gold edged higher The latest in markets http:// bloom.bg/31AVvju,-0.4767
116,2019-09-16 09:31:00,Crude oil up 10%. Whoa. pic.twitter.com/shdhoqvEfB,-0.5719
117,2019-09-16 09:31:00,Brent crude oil up more than 17% after #SaudiArabia oil field attack https:// twitter.com/CNBCnow/status /1173357170697617408 …,-0.7783
118,2019-09-16 09:31:00,Brent crude oil prices up more than $10 a barrel - about a fifth - after markets opening for first time since drone attack knocked out vast swathe of Saudi refining capacity... that is an extraordinary jump.,-0.7783
121,2019-09-16 09:31:00,"Wow. Brent crude oil showing up almost 20% on open. From $60 to $71 a barrel in blink of an eye, following the attacks in Saudi Arabia this weekend #OOTT pic.twitter.com/as2rqFqwbC",-0.4215
124,2019-08-23 09:31:00,"CEA: Profit is private, loss is public? You are correct. When crude oil prices go down, profit is for Govt, if it goes up , loss is for common man. Stupid people, they do not understand your Philosophy of Profit is always for Govt and loss is always for others""""",-0.6486
126,2019-09-02 09:31:00,"Ur respect for this man goes up when you realize that that Manmohan Singh deliveried higher GDP when there was - Coalition Govt, no Majority - Political Pressure - crony political partners - Extremely hostile opposition - Global Recession - Highest Crude oil prices of all time",-0.8655
133,2019-09-12 09:31:00,"Crude oil prices hover around $60 per barrel, but analysts say Saudi Arabia — the world's largest oil exporter — needs it to be at least $80 a barrel in order to balance the budget and prop up the crown prince's vision to diversify the kingdom's economy. https:// n.pr/34E6hrF",0.0387
139,2019-08-29 09:31:00,"Market watch Dow back over 26,000 up over 258=1% S&P up 18.78 NAS up 29.94 Crude oil draw down showing American economy robust Keep you eyes on silver",-0.3182
141,2019-08-22 09:31:00,"Y'all need to quit dabbing on that dark oil, and smoking moon rocks covered in dark green crude oil before you get a respiratory infection and end up in a hospital. Clarity is key! pic.twitter.com/yvdKttBUuh",-0.3164
149,2019-08-14 09:31:00,"Come and listen to my story 'Bout a man named Jed A poor mountaineer Barely kept his family fed Then one day, he was shootin' at some food And up through the ground Came a bubblin' crude. Oil , that is! Black gold! Texas tea! https:// twitter.com/OldSchRides/st atus/1161264384477401088 …",-0.826
