,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
213,CNBCTV18News,2019-09-09 04:17,0,1,"#OnCNBCTV18 |Peter McGuire, CEO, XM Australia says #Brent #crude #oil prices expected to surge up by another $2-$3 a barrel; The new Saudi Arab oil minister has a tough task cut out for him but @OPECnews meeting this week eyed for further cues @Manisha3005 pic.twitter.com/aRh719606q",,@OPECnews @Manisha3005,#OnCNBCTV18 #Brent #crude #oil,1170959449751572480,https://twitter.com/CNBCTV18News/status/1170959449751572480
214,aeberman12,2019-09-09 04:14,0,1,"This should raise the risk premium attached to Aramco. This IPO should have been the capstone on Saudi Arabia’s reform program. Right now, it looks like the kingdom is sticking with what it knows best."" https://www. bloomberg.com/opinion/articl es/2019-09-08/saudi-arabia-oil-ministry-shake-up-what-it-means … #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC""",,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1170958651672150016,https://twitter.com/aeberman12/status/1170958651672150016
215,SweetCrudeRep,2019-09-09 04:01,0,0,It will also include a long-term crude oil supply agreement and the ability to utilize Zhejiang Petrochemical’s large crude oil storage facility to serve its customers in Asia. https:// sweetcrudereports.com/saudi-aramco-e xpands-downstream-investment-in-china-zhejiang-ftz/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1568009313 …,,,#Echobox,1170955264440320001,https://twitter.com/SweetCrudeRep/status/1170955264440320001
216,FXLeadersCom,2019-09-09 02:59,0,0,WTI crude oil is edging higher on hopes that Saudi Arabia is planning to continue with OPEC’s crude production curbs https:// buff.ly/2ZMTALt #USOIL #Commodities #trading #CrudeOil #OPEC pic.twitter.com/JM67u4oWm3,,,#USOIL #Commodities #trading #CrudeOil #OPEC,1170939743690997760,https://twitter.com/FXLeadersCom/status/1170939743690997760
217,PlattsOil,2019-09-09 02:03,4,9,Some analysts expect Prince Abdulaziz bin Salman to maintain Saudi Arabia's strategy of reining in #crudeoil production in concert with #OPEC and its allies to prop up the market. More on #PlattsMM : http:// plts.co/zMJm30pv4AQ #PlattsAPPEC #OOTT pic.twitter.com/YLPP3aE2ym,,,#crudeoil #OPEC #PlattsMM #PlattsAPPEC #OOTT,1170925612279554050,https://twitter.com/PlattsOil/status/1170925612279554050
218,vijaybhambwani,2019-09-09 00:10,3,14,"By appointing Prince Abdulaziz Bin Salman as oil minister, the Saudi palace is indicating that the Aramco IPO is on track. This the first time a royal is Saudi oil minister. My guess on the timing? Post US elections in Nov 2020. #SaudiAramco #CrudeOil #AramcoIPO",,,#SaudiAramco #CrudeOil #AramcoIPO,1170897186042736640,https://twitter.com/vijaybhambwani/status/1170897186042736640
219,SpiroSpianada,2019-09-08 23:51,0,0,"https:// twitter.com/PlattsOil/stat us/1170891928432340993 … The highlights in Asian #commoditymarkets : Saudi Arabia replaces Falih as energy minister #Crudeoil , #bunkerfuels , #IMO2020 in focus at #PlattsAPPEC Platts to launch spot assessments of WTI Midland DES Singapore, N Asia Watch in full: …",,,#commoditymarkets #Crudeoil #bunkerfuels #IMO2020 #PlattsAPPEC,1170892478532206592,https://twitter.com/SpiroSpianada/status/1170892478532206592
220,axios,2019-09-07 20:00,10,9,Saudi Arabia has jettisoned energy minister Khalid al-Falih in a major shakeup of energy leadership in OPEC's most powerful crude oil producer. https://www. axios.com/saudi-arabias- oil-minister-out-major-shakeup-8fc02f2c-eb0a-48ab-b24e-5a3b90c03098.html?utm_source=twitter&utm_medium=social&utm_campaign=organic …,,,,1170471808820080640,https://twitter.com/axios/status/1170471808820080640
221,smarket,2019-09-06 20:16,10,20,Crude Oil prices will jump to $120 - Make Saudi Arabia great again https:// twitter.com/ewarren/status /1170070887887986690 …,,,,1170113666995408900,https://twitter.com/smarket/status/1170113666995408900
222,chigrl,2019-09-05 09:33,7,20,"SAUDI ARABIA SETS OCT ARAB LIGHT CRUDE OIL OFFICIAL SELLING PRICE TO ASIA AT PLUS $2.30 VERSUS OMAN/DUBAI AVERAGE, UP 60 CENTS A BARREL FROM SEPT - ARAMCO SAUDI ARABIA SETS SEPT LIGHT CRUDE OIL OSP TO UNITED STATES AT PLUS $2.95 A BARREL VERSUS ASCI, UP $0.10 FROM SEPT - ARAMCO",,,,1169589290776637440,https://twitter.com/chigrl/status/1169589290776637440
223,kb_leecaster,2019-09-03 14:06,3,4,That's right. To remain competitive with renewable energy for transport crude oil will have to bring its prices down to about $15 per barrel! Still thinking about investing in Saudi Aramco ipo? https:// twitter.com/energysmartohi o/status/1168931395785371648 …,,,,1168933264574373897,https://twitter.com/kb_leecaster/status/1168933264574373897
224,aeberman12,2019-09-02 12:07,17,26,"“Al-Falih has not really fully delivered on oil prices. He hasn’t delivered the price that’s required by the Saudi budget. --Olivier Jakob, Petromatrix https://www. bloomberg.com/news/articles/ 2019-09-02/saudi-arabia-replaces-aramco-chairman-with-head-of-wealth-fund … #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC""",,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1168540846007967745,https://twitter.com/aeberman12/status/1168540846007967745
225,aeberman12,2019-09-02 10:34,7,7,"While Saudi Arabia increased production last month, the kingdom is still cutting by far more than promised in the OPEC+ deal."" https://www. bloomberg.com/news/articles/ 2019-09-02/opec-output-rises-for-first-time-since-start-of-2019-oil-cuts … #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC""",,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1168517469721583616,https://twitter.com/aeberman12/status/1168517469721583616
226,kennygee_70,2019-09-02 07:09,5,9,Privatize crude oil production? Is it same crude oil Dubai and the kingdom of Saudi Arabia manages such that every drop is monitored? What these technocrats will do in power if given the opportunity only God can help us from them,,,,1168465940440371201,https://twitter.com/kennygee_70/status/1168465940440371201
227,gulf_intel,2019-09-02 01:03,8,8,"#SaudiArabia has split its vast #energy , industry and mining ministry into two to allow greater focus on #CrudeOil as prices #trade below its break-even level. http:// bit.ly/2kh0Nkc #OOTT @MoEnergy_ Saudi @Khalid_AlFalih #OPEC pic.twitter.com/MG0omrm30a",,@MoEnergy_ @Khalid_AlFalih,#SaudiArabia #energy #CrudeOil #trade #OOTT #OPEC,1168373959873716227,https://twitter.com/gulf_intel/status/1168373959873716227
228,anasalhajji,2019-09-01 00:04,60,104,#السعودية إنتاج النفط الخام في السعودية منذ اكتشافه وحتى الآن. #النفط Saudi crude oil production since discovery #oil #SaudiArabia pic.twitter.com/cjEbIVKAkS,,,# # #oil #SaudiArabia,1167996521335246848,https://twitter.com/anasalhajji/status/1167996521335246848
229,AFEXNigeria,2019-08-23 10:13,5,5,"There are many reasons we need to focus back on Cocoa at the highest level of policy. 1. Nigeria is a crude oil poor country per capita. Saudi Arabia with 34mill people produces 10mbpd (million barrels per day), while Nigeria with 200mill people produces 2mbpd. #CocoaVC",,,#CocoaVC,1164888449628954630,https://twitter.com/AFEXNigeria/status/1164888449628954630
230,CNBCFuturesNow,2019-08-21 10:18,19,43,Crude Oil getting a boost this morning from a larger-than-expected drawdown in U.S. stockpiles and lower Saudi Arabian exports pic.twitter.com/RDkruiQ7NL,,,,1164164792640258053,https://twitter.com/CNBCFuturesNow/status/1164164792640258053
231,arabnews,2019-08-20 18:20,3,10,Saudi Aramco US refining unit moves into Texas chemicals business as it seeks to reduce dependence on crude oil sales @Saudi _Aramco #MotivaEnterprises https:// bit.ly/2P782Kr pic.twitter.com/iZtCUJk6pZ,,@Saudi,#MotivaEnterprises,1163923899232342016,https://twitter.com/arabnews/status/1163923899232342016
232,mscullion,2019-08-19 08:18,2,6,"Saudi Arabia's crude oil exports in June fell to 6.72 million barrels per day (bpd) from 6.94 million bpd in May, official data showed @Reuters @bozorgmehr #KSA #OPEC #OOTT @TradersCom @staunovo",,@Reuters @bozorgmehr @TradersCom @staunovo,#KSA #OPEC #OOTT,1163409972031557636,https://twitter.com/mscullion/status/1163409972031557636
233,LiveSquawk,2019-08-19 08:02,6,8,"Saudi Crude Oil Exports Fell To 6.72 Mln BPD In June, From 6.97 Mln BPD In May - JODI #OOTT",,,#OOTT,1163405990361993216,https://twitter.com/LiveSquawk/status/1163405990361993216
234,TimesNow,2019-08-19 01:06,6,15,"Crude oil prices climb after Saudi oilfield attack, but recession worries drag. https://www. timesnownews.com/business-econo my/world-news/article/crude-oil-prices-climb-after-saudi-oilfield-attack-but-recession-worries-drag/471312 …",,,,1163301158506524673,https://twitter.com/TimesNow/status/1163301158506524673
235,OilandEnergy,2019-08-16 12:47,6,10,"OPEC’s crude oil production fell by another 246,000 bpd in July compared to June, as Saudi Arabia deepened its cuts, as U.S. sanctions further trimmed output in Iran and Venezuela, and as an outage restricted production in Libya. https:// oilprice.com/Energy/Crude-O il/OPEC-Oil-Production-Continues-To-Slide-As-Saudis-Cut-Deeper.html … #opec #oilgas #",,,#opec #oilgas #,1162390509492547591,https://twitter.com/OilandEnergy/status/1162390509492547591
236,Cold_Peace_,2019-08-15 19:01,3,23,"Crude supplies of 500,000 b/d represents about 40% of Reliance's crude intake...although Saudi Aramco historically supplied 20% of Reliance's crude oil requirements."" FY2018-19 Saudi exported 40.33 million tons of crude to India, second to the 46.61 million tons sold by Iraq.""",,,,1162122218656149504,https://twitter.com/Cold_Peace_/status/1162122218656149504
237,Cold_Peace_,2019-08-15 19:01,20,63,"Saudi Aramco buying 20 per cent stake in [Reliance's] oil-to-chemical (O2C) business...has an enterprise valuation of $75 billion as it will be accompanied with a deal to supply 500,000 barrels per day or 25 million tons a year of crude oil [to India]."" https:// timesofindia.indiatimes.com/business/india -business/saudi-arabia-to-regain-indias-top-oil-supplier-spot-after-reliance-deal/articleshow/70687727.cms …""",,,,1162122217708314624,https://twitter.com/Cold_Peace_/status/1162122217708314624
238,Khanoisseur,2019-08-14 13:52,4,9,"2. China is the world’s largest oil buyer ( Saudi Arabia now supplies 20% of China’s oil imports, following US sanctions on Iranian oil). China also buys US crude oil but could target US oil imports (and buy more from Iran) if trade war escalates. https://www. cnbc.com/amp/2019/08/09 /oil-us-likely-to-be-chinas-next-target-as-trade-war-rages-analysts-warn.html …",,,,1161681917814738949,https://twitter.com/Khanoisseur/status/1161681917814738949
239,petromatrix,2019-08-13 11:27,9,30,"Trump is quicker on whatever it takes"" for the S&P500 than Saudi Arabia for the price of crude oil .""",,,,1161283017773654020,https://twitter.com/petromatrix/status/1161283017773654020
240,DTradingAcademy,2019-08-13 11:12,0,0,"Crude oil futures higher for September/October, on Tuesday in mid-morning trading, on OPEC moves led by Saudi Arabia towards output cuts & news of new China/U.S. trade talks. $ WTI _Crude (U.S.) +2.84% at $56.49, $ NBZ_F (Brent) +3.04% at $60.35, $ USO +2.73% at $11.67 on 08/13/2019.",,,,1161279324407894016,https://twitter.com/DTradingAcademy/status/1161279324407894016
241,CityofInvestmnt,2019-08-13 09:45,0,0,#forex #bitcoin #gold #oil #technical #money #profits #Lebanon #Dubai #Saudi _Arabia #crude_oil #technical_analysis #china #silver #Indians K #win #Pakistan #Iran #UAE #Iraq #Qatar #Kuwait #Oman #Lebanon #Jordan #Yemen #Bahrain #Syria #SaudiArabia #Egypt http:// cityofinvestment.com/2017 …,,,#forex #bitcoin #gold #oil #technical #money #profits #Lebanon #Dubai #Saudi #crude_oil #technical_analysis #china #silver #Indians #win #Pakistan #Iran #UAE #Iraq #Qatar #Kuwait #Oman #Lebanon #Jordan #Yemen #Bahrain #Syria #SaudiArabia #Egypt,1161257417008701440,https://twitter.com/CityofInvestmnt/status/1161257417008701440
242,AJDontCare,2019-08-13 09:23,1,1,Russia AND the United Stares are the only COUNTRIES that come close to producing as much crude oil as Saudi Arabia and they have reserves of that shit on tap,,,,1161251883329044480,https://twitter.com/AJDontCare/status/1161251883329044480
243,itv_sa,2019-08-13 09:22,0,1,"SAUDI ARAMCO TO ACQUIRE 20% OF INDIA’S RELIANCE OIL REFINING UNIT Meanwhile Saudi Aramco, the world’s largest crude oil exporter, will buy a 20% stake, which is valued at 75 billion dollars, in India’s Reliance Industries #Saudi #Aramco #CrudeOil #Exporter #India #Reliance pic.twitter.com/F0S0UKLzSM",,,#Saudi #Aramco #CrudeOil #Exporter #India #Reliance,1161251698117107714,https://twitter.com/itv_sa/status/1161251698117107714
244,AJDontCare,2019-08-13 09:16,1,1,"Read that real quick and tell me how crazy that shit sounds. The Kingdom of Saudi Arabia took over 100% ownership of an American company in the 1970s, and there is now only 1 shareholder for the largest crude oil company on the planet. Saudi Arabia.",,,,1161250089332903936,https://twitter.com/AJDontCare/status/1161250089332903936
245,5th_war,2019-08-13 06:38,1,0,"1/3 Saudi Aramco to invest $75 billion in Reliance’s oil to chemicals business: Ambani Addressing the 42nd Annual General Meeting of the RIL, Ambani said that Aramco would supply 500,000 barrels per day of crude oil to Reliance refineries. pic.twitter.com/gASNjr1oEw",,,,1161210289922199553,https://twitter.com/5th_war/status/1161210289922199553
246,S_Kashif_Pk,2019-08-13 05:01,0,0,"‘ Saudi Aramco to take a 20% stake in Reliance Industries refining & petrochemical business, as the world’s largest crude oil exporter deepens its ties with India. The deal , which values Reliance business at $ 75 billion including debt. @ImranKhanPTI",,@ImranKhanPTI,,1161185949910540288,https://twitter.com/S_Kashif_Pk/status/1161185949910540288
247,rabbes,2019-08-13 04:12,0,0,PRESENT CRUDE OIL | ORIGIN; USA VENEZUELA NIGERIA LIBYA ANGOLA IRAN IRAQ SAUDI ARAB RUSSIA KUWAIT DISTRIBUTION & STORAGE ; ENSURE SUPPLY OF PRODUCT FOR SMOOTH OPERATION AND MANAGE LOGISTICS. OPERATION SUPPORT ; WE REDUCE OPERATING COSTS AND FOCUS ON OUR CORE BUSINESS. pic.twitter.com/PMa80QoYjl,,,,1161173578617782272,https://twitter.com/rabbes/status/1161173578617782272
248,CNBCTV18News,2019-08-13 03:36,2,5,"#OnCNBCTV18 | Azlin Ahmad, @ArgusMedia says @Saudi _Aramco has made big investments in #China , Malaysia & #India ; Do not expect #crude #oil prices to fall much, expect #brent to rebound above $60/bbl #OPEC #OOTT #commodities @Manisha3005 pic.twitter.com/vrixtHLnn2",,@ArgusMedia @Saudi @Manisha3005,#OnCNBCTV18 #China #India #crude #oil #brent #OPEC #OOTT #commodities,1161164577423286273,https://twitter.com/CNBCTV18News/status/1161164577423286273
249,alibehzaad,2019-08-13 02:12,1,1,"India is buying it's crude oil from Saudi due to US embargo on Iran. 2. 2.5 Cr tons crude oil is not a big volume for Saudi , However, Saudi Aramco's investment will give greater market access to Reliance petro-chemicals in new markets through Aramco & it's subsidiaries. cont",,,,1161143505521192962,https://twitter.com/alibehzaad/status/1161143505521192962
250,UzairYounus,2019-08-13 02:09,1,7,"Back in February, this is what I said to @mehreenzahra ““The Saudis are now keen to become vertically integrated and not be limited to just supplying crude oil to the rest of the world” http://www. arabnews.pk/node/1454226/p akistan …",,@mehreenzahra,,1161142689150189568,https://twitter.com/UzairYounus/status/1161142689150189568
251,ASh27000,2019-08-13 01:50,2,1,Oil Holds Gains as U.S. Crude Stockpiles Set to Resume Decline. #opec #Saudi #shale #Geopolitics #fintwit #WTI #CrudeOil #crude #Brent #Oil #oilandgas #OOTT https://www. bloomberg.com/news/articles/ 2019-08-12/oil-steadies-after-solid-aramco-result-offsets-demand-concerns … via @markets,,@markets,#opec #Saudi #shale #Geopolitics #fintwit #WTI #CrudeOil #crude #Brent #Oil #oilandgas #OOTT,1161137848818515968,https://twitter.com/ASh27000/status/1161137848818515968
0,aeberman12,2019-09-22 08:50,4,7,Brent + WTI net long position climb stalled adding +2 mmb week ending September 13. Longs rose +3.5 mmb vs +50 previous wk but shorts +1.5 mmb vs -32. All net long decrease (-9 mmb) was Brent & all increase (+11 mmb) was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/9plr7spd0o,,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1175739159165788161,https://twitter.com/aeberman12/status/1175739159165788161
1,T_Mason_H,2019-09-18 17:08,1,4,"However, this price pass-through tends to be more rapid when crude oil prices increase than when they decrease . And lastly - Brent crude oil prices are more relevant than WTI prices in determining U.S. retail gasoline prices.",,,,1174414915580416001,https://twitter.com/T_Mason_H/status/1174414915580416001
2,finans_trend,2019-09-18 01:07,0,7,"#brent #crude #oil #crudeoil #wti the last stop water is in shape. The current price is 64.45. Foresight. At the correction elevation to be made today, the 66.70 zone will come out as resistance and 63 40 s will be tested in the decrease that will start from there.",,,#brent #crude #oil #crudeoil #wti,1174173149736386561,https://twitter.com/finans_trend/status/1174173149736386561
3,T_Mason_H,2019-09-10 15:25,0,1,"Recent decreases in Brent crude oil prices have coincided with a decrease in inflation expectations, as measured by the difference in yield between the five-year Treasury rate and five-year Treasury Inflation-Protected Securities. #OOTT https:// bit.ly/2HpkCgh h/t @Barron_Energy pic.twitter.com/vniaHoq1hG",,@Barron_Energy,#OOTT,1171489818418659331,https://twitter.com/T_Mason_H/status/1171489818418659331
4,forexoilfort,2019-09-09 09:07,0,0,Average U.S. construction costs for solar generation continue to decrease https:// ift.tt/2NTQ3oC | #oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude,,,#oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude,1171032315826491392,https://twitter.com/forexoilfort/status/1171032315826491392
5,aeberman12,2019-09-09 01:49,5,13,Brent + WTI net long positions unchanged week ending August 30. Long positions rose +4 mmb vs -1 previous week but shorts increased +4 vs -15. All of net long increase (+18 mmb) was Brent & all decrease (-18 mmb) was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/h69T7xxumb,,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1170922173323759616,https://twitter.com/aeberman12/status/1170922173323759616
6,primus123456789,2019-09-03 10:42,0,0,2/2 The sulfur content in marine fuel will have to decrease from 3.5 to 0.5 percent. Russian Urals oil contains more sulfur than British Brent . And sulphurous oil will be traded at a lower price. pic.twitter.com/uctFENmaoO,,,,1168882002684186626,https://twitter.com/primus123456789/status/1168882002684186626
7,aeberman12,2019-08-25 12:02,3,8,Brent-WTI COT Double Negative! Net long positions decreased because shorts fell more than longs. All of the net long decrease was Brent & all the increase was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/FlS3PmgrKh,,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1165640697514532864,https://twitter.com/aeberman12/status/1165640697514532864
8,UKGP_Group,2019-08-21 12:35,0,0,EUAs have since softened to trade below Tuesday’s closes but Brent has remained firm due to American oil stockpile data showing a decrease in weekly inventories. 6/6,,,,1164199371287814144,https://twitter.com/UKGP_Group/status/1164199371287814144
9,EgmFutures,2019-08-21 11:37,1,2,"United States #Crude #Oil #Inventories fell by -2.732 million barrels in the week ended August 16th 2019, after a 1.580 million rise in the previous period and compared with market expectations of a -1.889 million decrease . #USD #WTI #BRENT #FUTURES #DGCX pic.twitter.com/MSpMDhCZMu",,,#Crude #Oil #Inventories #USD #WTI #BRENT #FUTURES #DGCX,1164184708240027648,https://twitter.com/EgmFutures/status/1164184708240027648
10,muralikumarje,2019-08-21 03:00,0,0,"US Crude Oil WTI futures rose 0.3% to $56.32/barrel, and International Brent Oil Futures rose 0.5% to $60.31/barrel. The API reported a 3.5mn-bbl drawdown last week vs. an expected decrease of 1.9mn barrels.",,,,1164054725827842048,https://twitter.com/muralikumarje/status/1164054725827842048
11,aeberman12,2019-09-02 13:18,0,5,Brent + WTI net long positions decreased -16 mmb week ending August 23. Long positions fell -1 mmb vs -23 previous wk but shorts increased +15 vs +34. All net long increase (+4 mmb) was Brent & all decrease (-20 mmb) was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/JgG6s1Mvu3,,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1168558818915229701,https://twitter.com/aeberman12/status/1168558818915229701
12,aeberman12,2019-08-18 11:10,6,10,Brent + WTI net long positions decreased -7 mmb week ending August 9. Long positions fell -24 mmb vs -3 previous week but SHORTS ALSO FELL -17 vs -2. 55% of the net long decrease was Brent & 45% was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/3apch5mmk4,,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1163090902631497728,https://twitter.com/aeberman12/status/1163090902631497728
13,EgmFutures,2019-08-14 11:33,0,0,"United States #Crude #Oil #Inventories increased by 1.580 million barrels in the week ended August 9th 2019, following a 2.385 million jump in the previous week and against market expectations of a -2.775 million decrease . #USD #WTI #BRENT #FUTURES #DGCX pic.twitter.com/CRPFWOH7zQ",,,#Crude #Oil #Inventories #USD #WTI #BRENT #FUTURES #DGCX,1161647053635825666,https://twitter.com/EgmFutures/status/1161647053635825666
0,CJ_Endabertie,2019-09-23 19:50,0,2,"There’s no excuse for a petrol price increase - in fact there should be a fall! Notwithstanding the tabloid “gulf tensions” headlines .. the wholesale oil market is actually very soft. A barrel of Brent crude oil cost $81 in Oct 2018, today it’s $64! #cblive",,,#cblive,1176267709643919367,https://twitter.com/CJ_Endabertie/status/1176267709643919367
1,NikLim01,2019-09-23 05:17,0,0,"When crude receding to $58-60 range, govt/ Oil mrktng companies hasn't reduced the prices. So now prices shouldn't be increased since crude is now at $65-66. Why the increase now??? Brent below $65. @PMOIndia @CMOMaharashtra @poonam_mahajan @nsitharaman",,@PMOIndia @CMOMaharashtra @poonam_mahajan @nsitharaman,,1176048020455997440,https://twitter.com/NikLim01/status/1176048020455997440
2,soalaislegend,2019-09-22 16:06,0,0,"brent crude is already down to $64 and it’ll probably keep going down. higher oil prices incentivizes american shale companies to increase production, further reducing the importance of nigerian oil . https:// twitter.com/StearsBusiness /status/1174737668011261952 …",,,,1175848896863432704,https://twitter.com/soalaislegend/status/1175848896863432704
3,aeberman12,2019-09-22 08:50,4,7,Brent + WTI net long position climb stalled adding +2 mmb week ending September 13. Longs rose +3.5 mmb vs +50 previous wk but shorts +1.5 mmb vs -32. All net long decrease (-9 mmb) was Brent & all increase (+11 mmb) was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/9plr7spd0o,,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1175739159165788161,https://twitter.com/aeberman12/status/1175739159165788161
4,News1English,2019-09-21 19:32,0,0,Is an oil crisis coming? Brent signs its biggest weekly increase since January https://www. news1.news/2019/09/is-an- oil-crisis-coming-brent-signs-its-biggest-weekly-increase-since-january.html … pic.twitter.com/QxNodCwmFH,,,,1175538287538294784,https://twitter.com/News1English/status/1175538287538294784
5,donmcgugan_nb,2019-09-19 11:54,0,0,"Prices for Brent crude, the global oil benchmark, were down 7.9% through Wednesday, having retraced good part of Monday’s record 15% increase .",,,,1174698398273986560,https://twitter.com/donmcgugan_nb/status/1174698398273986560
6,Priapus_D,2019-09-18 18:38,0,0,Oil prices start to stabilize at a 10% increase since last week. Arabian oil & OPEC basket is more volatile than Brent and WTI pic.twitter.com/ZCsiQS8zvx,,,,1174437559814017024,https://twitter.com/Priapus_D/status/1174437559814017024
7,ImraanJeeva,2019-09-18 06:00,0,6,What’s clear from the past week is that OPEC+ doesn’t want high oil prices: 1) Russia quickly said they can increase supply 2) Saudi said last night there will be no net effect in shipments. Question is why are they happy with Brent at $65? I think there are 3 possible reasons:,,,,1174246763793977345,https://twitter.com/ImraanJeeva/status/1174246763793977345
8,sunny_sumeet,2019-09-17 13:38,0,0,@realDonaldTrump @VP @VP sir with the massive slowdown in India and China oil should be below 50 Brent . Saudi must be made to increase production along with Russia .. all opec countries should increase production and shale output booming . Oil should be not above 35 to 40 surely,,@realDonaldTrump @VP @VP,,1173999639881637889,https://twitter.com/sunny_sumeet/status/1173999639881637889
9,ETNOWlive,2019-09-17 10:02,1,4,"Prices of Brent crude rocketed by one-fifth at one stage on Monday before settling up 14.6%, which was a record one-day increase https://www. timesnownews.com/business-econo my/world-news/article/crude-oil-prices-retreat-after-record-gains/490479 …",,,,1173945303017259008,https://twitter.com/ETNOWlive/status/1173945303017259008
10,muralikumarje,2019-09-17 00:02,0,0,Brent Crude is hovering at $68/bbl. Market expectation of Oil price may stable of $65-68/bbl. US may increase oil price to stable global demand.,,,,1173794415158018048,https://twitter.com/muralikumarje/status/1173794415158018048
11,kjzzphoenix,2019-09-16 23:03,1,0,Saturday’s attacks on Saudi Arabia’s oil facilities increased future prices for Brent crude by 15% Monday. AAA Arizona said the effect will be seen at the pump. http:// bit.ly/2UZ9y0l,,,,1173779353370599424,https://twitter.com/kjzzphoenix/status/1173779353370599424
12,CanipeBrent,2019-09-16 21:32,0,0,"RT realDonaldTrump RT WhiteHouse: Oil production is up an incredible 110 percent—PLUS, New Mexico's entire mining and logging sector has seen a 40 percent increase in jobs since President Trump’s election! pic.twitter.com/rRrUDlheAx """"",,,,1173756693349576704,https://twitter.com/CanipeBrent/status/1173756693349576704
13,RadioKhendoFM,2019-09-16 18:14,0,0,CRUDE OIL #Brent prices soars by 13 per cent to retail at US $68.01 per barrel on the day #SaudiOil fields were attacked by assailants said to be Iranian. World supply of the precious commodity severely disrupted; Set to occasion shortage and increase demand #KhendoBusiness pic.twitter.com/B2h6xrBr62,,,#Brent #SaudiOil #KhendoBusiness,1173706737075085319,https://twitter.com/RadioKhendoFM/status/1173706737075085319
14,Edwin_Boyette,2019-09-16 11:06,0,5,https://www. cnbc.com/2019/09/15/us- crude-oil-jumps-15percent-after-drone-strikes-disrupt-saudi-crude-production.html … Brent Crude futures had there largest interstate increase after the attacks on Saudi facilities.,,,,1173598978757165058,https://twitter.com/Edwin_Boyette/status/1173598978757165058
15,ALMFirst,2019-09-16 11:05,0,0,"Treasury yields are higher across in response to the volatility in oil markets. Brent crude oil futures surged $12 per barrel when trading began overnight, the biggest intraday increase on record (prices currently +5-7%)... https://www. almfirst.com/september-16-2 019-headlines/ … #beyondtheheadlines",,,#beyondtheheadlines,1173598701102743553,https://twitter.com/ALMFirst/status/1173598701102743553
16,edhubinfo,2019-09-16 09:52,2,6,"This, Saudi Aramco Oil drones attack, could do Nigeria favour. But the caveat is that; it's not sustainable. We need to diversify our economy and increase our export base. In the meantime, let's flourish amid higher Brent crude oil prices. https:// twitter.com/Nairametrics/s tatus/1173572634161930242 …",,,,1173580378222800897,https://twitter.com/edhubinfo/status/1173580378222800897
17,shufflewiki,2019-09-16 03:28,0,0,"Current Event: Following the drone attacks on Saudi Aramco facilities, the price of benchmark Brent Crude oil futures contracts surges as high as 19.5% at market opening, the biggest increase in percentage terms since the 1990 oil price shock in r... https:// finance.yahoo.com/news/oil-price s-jump-19-attack-220539012.html …",,,,1173483754901397506,https://twitter.com/shufflewiki/status/1173483754901397506
18,EnergySequel,2019-09-16 03:10,0,0,Following the attack on #SaudiAramco the 10% increase in #Brent crude #oil price is sufficient to demonstrate the importance of oil as a lubricant of the world economy. pic.twitter.com/aIraVgoAT3,,,#SaudiAramco #Brent #oil,1173479245940711430,https://twitter.com/EnergySequel/status/1173479245940711430
19,unorthodoxdaily,2019-09-16 03:04,0,0,"Oil prices surged after the attack, that knocked out 5% of the world’s global supply. Brent crude oil jumped to $66.28(10% increase ), while intermediate rose to $59.76(8.9% increase ).Prices pulled back slightly after US President Trump authorised the release of American reserves.",,,,1173477775493214208,https://twitter.com/unorthodoxdaily/status/1173477775493214208
20,cleantechsonia,2019-09-23 15:54,0,0,"“On Monday, September 16, the first full day of trading after the attack, Brent and West Texas Intermediate (WTI) crude oil prices experienced the largest single-day price increase in the past decade.” from @EIAgov",,@EIAgov,,1176208266973470720,https://twitter.com/cleantechsonia/status/1176208266973470720
